MATERIAL	DESCRIÇÃO DO MATERIAL	Tipo de Material
3771	BARRA SUPERIOR P/ FIXAÇÃO DOS MÓDULOS	OUTROS
3777	ETIQUETA ADESIVA DE IDENTIFICAÇAO P/MÓDULO DE MEDIDA 485 120V-60 VERSÃO-0 (Obsoleta)	OUTROS
3782	CABO CONCENTRICO ALUMÍNIO BIPOLAR 16MM	OUTROS
3820	COLETOR DE DADOS MODELO JDG02 V.S02 OBSOLETA 3x120/208V 60Hz	OUTROS
3821	COLETOR P/CONCENTRADOR PRIMÁRIO	OUTROS
3822	CABO FLEXÍVEL PP CU 2 VIAS X 2,5MM² 750V	OUTROS
3824	CONDUTOR FLEXÍVEL CU ISOLANTE 750V 1,5MM²	OUTROS
3825	CONECTOR ADAPTADOR CONDUTOR ALUMINIO 10MM² PM2233I2	OUTROS
3826	CONECTOR ADAPTADOR,CONDUTOR ALUMINIO 6MM² PM2233I1	OUTROS
3827	CONECTOR ESTRIBO	OUTROS
3834	DISJUNTOR TERMINAL BAIXA TENSÃO MONOPOLAR 40A 5kA DED-171518R8	OUTROS
3835	DISPLAY EDU03M 120V 60Hz COMPLANT	OUTROS
3836	TUBO DE PVC 1" 1/2" (SEAL TUBO) PRETO	OUTROS
3842	FITA DE AÇO INOX	OUTROS
3848	RESICOLOR PARA PISO COR CINZA	OUTROS
3849	RESICOLOR PARA PISO COR BRANCA	OUTROS
3851	MODULO DE CONTROLE MODELO JDC02 - 120V 60Hz	OUTROS
3852	AGUA RAZ 500 ML	OUTROS
3853	MODULO DE CONTROLE MODELO JDC02H - 240V/ 60Hz	OUTROS
3854	FITA CREPE 50MMX50	OUTROS
3855	KIT 7 P/PINTURA MARCA ATLAS	OUTROS
3858	MODULO DE MEDIDA MODELO DDS03 AEB-240V 15(100)A 60Hz 1600imp CL.1	OUTROS
3859	MÓDULO DE MEDIDA MODELO MEP01-C/CDR 240V2.5(10)ACLI1600 60HZ  MACRO MEDIÇÃO	OUTROS
3861	MODULO DE MEDIDA MODELO MEP03-C/CR - 240V 10(60)A 60Hz 1600imp/kwh CL.1	OUTROS
3864	PARAFUSO CABEÇA ABAULUADA 45X38X16MM	OUTROS
3866	PARAFUSO CABEÇA LIMÃO C/FENDA FERRO  ZINCADO 3/16X3/8	OUTROS
3876	TRANSFORMADOR DE CORRENTE INTERNO SÉRIE BCS-10B 15kV 75/5A	OUTROS
3877	TRANSFORMADOR DE POTENCIAL INTERNO SÉRIE BPS-11I 15kV 11500/R3 115V	OUTROS
3878	TRANSFORMADOR DE POTENCIAL INTERNO SÉRIE BPS-10I 15kV 11500/R3 115V	OUTROS
3880	TRANSFORMADOR DE CORRENTE INTERNO SÉRIE BCS-10B 15kV 100/5A	OUTROS
3882	PARAFUSO PHILIPS 1/4 X 1.1/2	OUTROS
3883	PARAFUSO PHILIPS 1/4 X 3/4	OUTROS
3884	PARAFUSO PHILIPS 1/4 X 1/2	OUTROS
3901	PRENSA-CABO ROSQUEADO P/CABO 6-12MM REF.PM-1749 I1	OUTROS
3902	PRENSA-CABO GERAL P/CABO 6-12MM REF.PM-2193I1	OUTROS
3906	SUPORTE MEDIÇAO EM CRUZETA,PM-2166 I1 R1	OUTROS
3912	SUPORTE P/ MODULO DE MEDIDA DA CAIXA DE CONCENTRADOR 09 CLIENTES  (PROJETO MANUTENÇÃO)	OUTROS
3913	TC 200  (TRANSFORMADOR DE CORRENTE)	OUTROS
3914	TC 300  (TRANSFORMADOR DE CORRENTE)	OUTROS
3915	TC 400-5A - 0,6kV VERSÃO.01 - OBSOLETA	OUTROS
3919	TUBO TERMOCONTRATIL 9,5MM-4,8MM PM2177I3	OUTROS
3975	REGISTRADOR ELETRÔNICO DE PONTO MOD.INOVA 2 REP CB	OUTROS
3977	LENTE TRASEIRA MODERNA C/LUZ	OUTROS
3978	ESPELHO RETROVISOR MB 709/710/912	OUTROS
3979	LANTERNA SETA MB 709/912 GF 0.176-ESQUERDA AM	OUTROS
3980	FUSÍVEL LÂMINA 15 AMP (AZ) 024053	OUTROS
3981	CATRACA CJ 9MT 3TON BRANCA	OUTROS
3982	LANTERNA TRASEIRA MB MOD C/CON	OUTROS
3983	MAQUINA DE VIDRO F.CARGO L/E 087622	OUTROS
4011	MEDIDOR ION 8600C AUX-232/485 - FUNÇÃO:P8600C0C0H6A0A0A	OUTROS
4024	PADRAO DE ENERGIA 3F PORTATIL	OUTROS
4025	PADRÃO DE ENERGIA PAT.06741	OUTROS
4028	PÁRA-RAIOS ESTAÇÃO 72.5 KV	OUTROS
4029	MEDIDOR ELÉTRICO - CF240  15-100A	OUTROS
4030	MAQUINA P/ GRAVAÇÃO A LASER LMV 1000	OUTROS
4032	PARAFUSO DE COBRE P/MADEIRA 428 X401 1/2	OUTROS
4033	MEDIDOR ION 8800C 5MB/1A 60HZ ETH FUNÇÃO:M8800C2E0B6E0A0A	OUTROS
4034	MEDIDOR ION 8800A 5MB/1A 60HZ ETH IRIG-B FUNÇÃO:M8800A2E0B6E0D0A	OUTROS
4035	CLORO HTH GRANULADO - BALDE 10KG	OUTROS
4036	TRATAMENTO DE ÁGUA FLOCULANTES MAXFLOC	OUTROS
4037	SCANNER USB G2410 L2694A HP	OUTROS
4038	PADRÃO TRIFÁSICO MODELO SM3050 SÉRIE:03B167301	OUTROS
4039	CONJUNTO DE MEDIÇÃO POLIM TP/TC 5/5A	OUTROS
4040	CONJUNTO DE MEDIÇÃO POLIM TP/TC 25/5A	OUTROS
4041	CONJUNTO DE MEDIÇÃO POLIM TP/TC 50/5A	OUTROS
4042	BINOCULO ASTROVIEW 10X25	OUTROS
4043	MEDIDOR ELETRONICO KWH 3F 240 15-120	OUTROS
4044	MEDIDOR ION 8600C AUX-232/485 - ETH FUNÇÃO:P8600C0C0H6E0A0A	OUTROS
4045	MEDIDOR ION 8600C ETHERNET+ IRIG-B FUNÇÃO:P8600C0C0H6E0A0B	OUTROS
4046	MEDIDOR ION 8600B ETHERNET+ IRIG-B FUNÇÃO:P8600B0C0H6E0A0B	OUTROS
4047	MEDIDOR ION 7650A 5MB/512 ETHERNET FUNÇÃO:P7650A0C0B6E0A0A	OUTROS
4048	BASE FORMA 9S EKS MONTADA C/ANEL SELO P/MEDIDOR ION	OUTROS
4049	MEDIDOR ION 7650A 5MB 1024 ETH FUNÇÃO:P7650A1C0B6E0A0A	OUTROS
4050	CAMERA SAMSUNG MODELO 5760	OUTROS
4052	CARTÃO DE MEMORIA SD. KING 1G	OUTROS
4053	ESPELHO 10X10	OUTROS
4054	TRENA 5MT 16' C/TRAVA	FERRAMENTAL
4055	CONJUNTO DE MEDIÇÃO POLIM TP/TC 51/5A	OUTROS
4056	OCULOS SEGURANÇA CARB C/PROT LAT S-7 ESCURO	EPI
4057	OCULOS DANNY NETUNO DA-15700/VERDE	EPI
4058	MEDIDOR ELETRÔNICO 1F 240V 15-100 LT7	OUTROS
4060	MEDIDOR ELETRÔNICO 3F 240V 15-100A	OUTROS
4061	MEDIDOR ELETRÔNICO 1F 240V 15-100 LT6	OUTROS
4062	MEDIDOR POLIM TP/TC 3ELE 200/5A	OUTROS
4063	MEDIDOR ELETRÔNICO 1F 240V 15-100 LT5	OUTROS
4064	MEDIDOR ELETRÔNICO 1F 240V 15-100 LT4	OUTROS
4065	MARCADOR LETRA "O" 2,5MM MODELO.CAB3 COR AMARELA REF.38344	OUTROS
4066	MARCADOR NÚMERO "7" 2,5MM MODELO.CAB3 COR VIOLETA REF.38227	OUTROS
4067	MARCADOR NÚMERO "8" 2,5MM  MODELO.CAB3 COR CINZA REF.38228	OUTROS
4068	MARCADOR NÚMERO "9" 2,5MM MODELO.CAB3 COR BRANCA REF.38229	OUTROS
4069	MARCADOR LETRA "A" 2,5MM MODELO.CAB3 COR AMARELA REF.38330	OUTROS
4070	MARCADOR LETRA "B" 2,5MM MODELO.CAB3 COR AMARELA REF.38331	OUTROS
4071	MARCADOR LETRA "F" 2,5MM MODELO.CAB3  COR.AMARELA REF.38335	OUTROS
4072	MARCADOR LETRA "K" 2,5MM MODELO.CAB3 COR.AMARELA REF.38340	OUTROS
4073	MARCADOR LETRA "N" 2,5MM MODELO.CAB3 COR.AMARELA REF.38343	OUTROS
4074	MARCADOR NÚMERO "6" 4-6MM MODELO CAB3 COR.AZUL REF.38236	OUTROS
4075	MARCADOR NÚMERO "7" 4-6MM MODELO CAB3 COR.VIOLETA REF.38237	OUTROS
4076	MARCADOR NÚMERO "8" 4-6MM MODELO.CAB3 COR.CINZA REF.38238	OUTROS
4077	MARCADOR LETRA "A" 4-6MM MODELO.CAB3 COR.AMARELA REF.38360	OUTROS
4078	MARCADOR LETRA "B" 4-6MM MODELO CAB3 COR AMARELA REF.38361	OUTROS
4079	MARCADOR LETRA "F" 4-6MM MODELO CAB3 COR AMARELA REF.38365	OUTROS
4080	MARCADOR LETRA "I" 4-6MM MODELO CAB3  COR AMARELA REF.38368	OUTROS
4081	MARCADOR LETRA "N" 4-6MM MODELO CAB3 COR AMARELA	OUTROS
4082	MARCADOR NÚMERO "2" 4-6MM MODELO CAB3 COR VERMELHO REF.38232	OUTROS
4083	MARCADOR NÚMERO "3" 4-6MM MODELO CAB3 COR LARANJA REF.38233	OUTROS
4084	MARCADOR NÚMERO "4" 4-6MM MODELO CAB3 COR AMARELA REF.38234	OUTROS
4085	MARCADOR NÚMERO "5" 4-6MM MODELO CAB3 COR VERDE REF.38235	OUTROS
4086	MEDIDOR ELETRÔNICO 1F 240V 15-100 LT3	OUTROS
4087	MEDIDOR ELETRÔNICO 1F 240V 15-100 LT2	OUTROS
4088	ESTABILIZADOR SCL N62 300W AUTO 115V	OUTROS
4089	Bobina para registrador de ponto eletrônico	OUTROS
4090	MARCADOR LETRA "V" 4-6MM MODELO CAB3 COR AMARELA REF:38381	OUTROS
4091	MARCADOR LETRA "X" 4-6MM MODELO CAB3 COR AMARELA REF:38383	OUTROS
4092	MARCADOR LETRA"O" 4-6MM MODELO CAB3 COR AMARELA REF:38374	OUTROS
4093	MARCADOR LETRA "T" 4-6MM MODELO CAB3 COR AMALRELA REF:38379	OUTROS
4094	MARCADOR NÚMERO "1" 4-6MM MODELO CAB3 COR MARROM REF:38231	OUTROS
4095	MARCADOR NÚMERO "0" 4-6MM MODELO CAB3 COR PRETO REF: 38230	OUTROS
4096	MARCADOR NÚMERO "0" 2.5MM MODELO CAB3 COR PRETO REF:38220	OUTROS
4097	MARCADOR NÚMERO "1" 2.5MM MODELO CAB3 COR MARROM REF:38221	OUTROS
4098	MARCADOR NÚMERO "2" 2.5MM MODELO CAB3 COR VERMELHO REF:38222	OUTROS
4099	MARCADOR NÚMERO "3" 2.5MM MODELO CAB3 COR LARANJA REF:38223	OUTROS
4100	MARCADOR NÚMERO "4" 2.5MM MODELO CAB3 COR AMARELA REF:38224	OUTROS
4101	MARCADOR NÚMERO "5" 2.5MM MODELO CAB3 COR VERDE REF:38225	OUTROS
4102	MARCADOR NÚMERO "6" 2.5MM MODELO CAB3 COR AZUL REF:38226	OUTROS
4103	MARCADOR LETRA "T" 2.5MM MODELO CAB3 COR AMARELA REF:38349	OUTROS
4104	MARCADOR LETRA "V" 2.5MM MODELO CAB3 COR AMARELA REF:38351	OUTROS
4105	MARCADOR LETRA "X" 2.5MM MODELO CAB3 COR AMARELA REF:38353	OUTROS
4106	POLIESTIRENO EXPANDIDO (ISOPOR)	OUTROS
4132	PINO BANANA PB084 PRETO	OUTROS
4133	CLIP ISOLADA 35M (PAR)	OUTROS
4135	CONECTOR ELETRICO URTK/S-BEN	OUTROS
4137	TAMPA PLASTICA P/CONECTOR - D-URTK/S-BEN	OUTROS
4138	SUPORTE PLASTICO P/CONECTOR REF.E/UK	OUTROS
4140	ABRAÇADEIRA FITA CV 140 BR T30R	OUTROS
4141	DISJUNTOR K32 IP B 6A	OUTROS
4142	FIO PARALELO 2X0,50MM PRETO	OUTROS
4143	MODULO DE CONTROLE MODELO JDC02D - 127V/ 60Hz	OUTROS
4144	TRILHO DE FIXAÇÃO TS-35 AÇO	OUTROS
4145	POSTE EWK 1 P/USO COMO SUPORTE DE BARRAMENTO	OUTROS
4146	CONECTOR SAK D 2,5 EN	OUTROS
4147	CANALETA 50X50X2000MM C/FURO CINZA	OUTROS
4149	CAIXA P/PERFILADOS + PLUG 2PU +T 10A	OUTROS
4150	LAMPADA  FLUORESCENTE DULUX STAR 5WX110V REF.840E27	OUTROS
4151	BOX RETO 2''	OUTROS
4155	MICROINTERRUPÇÃO RAP HASTE RIG C/ROL	OUTROS
4157	SERRA TIPO COPO BIMETAL 2-1/2'' 64MM	FERRAMENTAL
4158	BASE 8 PINOS S-90 90 18	OUTROS
4159	RELE INDUSTRIAL S-60 60 12 8.060 CC MAX	OUTROS
4160	BUCHA 2''	OUTROS
4161	SOLDA EM TUBO 1.0MM 4MTS 22GRS	OUTROS
4162	TUBO HIDROSSOL 1/2" PRETO C/ROSCA	OUTROS
4163	CURVA 90 ELETRODUTO 1/2"	OUTROS
4164	LUVA ELETRODUTO PVC 1/2	OUTROS
4165	DISJUNTOR DIN 04A 1P CURVA C	OUTROS
4166	ABRAÇADEIRA COPO 1/2	OUTROS
4168	PALM TUNGSTEN E2  32MB² DE MEMÓRIA FLASH	OUTROS
4170	CABO FLEXÍVEL PP 2 VIAS 0,75MM PRETO	OUTROS
4171	ACESSORIO BASE 27X27MM INCOLOR	OUTROS
4172	TERMINAL AGULHA 4.0-6.0MM² (AMARELO)	OUTROS
4183	TRANSFORMADOR DE POTENCIAL INTERNO 15KV 115V 0,3F 75	OUTROS
4184	CONJUNTO DE MEDIÇÃO POLIM TP/TC 100/5A	OUTROS
4185	CONJUNTO DE MEDIÇÃO POLIM TP/TC 200/5A	OUTROS
4186	TERMINAL OLHAL 4.0-6.0MM AMARELO (FURO 1/8).	OUTROS
4187	CONDUITE COPEX METALICO FLEXIVEL VAC 0 1"	OUTROS
4188	MEDIDOR ELETRÔNICO 2F 240V 15-100A	OUTROS
4189	MEDIDOR ION 8800C 5MB/1A 60HZ ETH IRIG-B FUNÇÃO:M8800C2E0B6E0D0A	OUTROS
4190	MATA-JUNTA COTOVELO INTERNO	OUTROS
4191	TOMADA 2P+T UNIVERSAL SAX 675011	OUTROS
4192	BUCHA PLÁSTICA S-6	OUTROS
4194	MACROMEDIÇÃO TRIFÁSICA 127V C/COMUNICAÇÃO PLC MEDIDOR MTSE 02/1	OUTROS
4197	MEDIDOR TRIFÁSICO SMC MODELO MS320T MULT	OUTROS
4198	SUPORTE DE PRATELEIRA 40CM REFORÇADO	OUTROS
4199	TOMADA RJ45 DUPLA CAT 5E SAX 675038	OUTROS
4200	CONJUNTO IMPERMEAVEL P/ MOTOCICLISTA	OUTROS
4201	HIDROMETRO 3/4"	OUTROS
4202	HORIMETRO C/PONTEIRO	OUTROS
4204	KIT DE 1º SOCORROS	OUTROS
4205	LANTERNA C/DINAMO	OUTROS
4207	LUVA ALTA TENSÃO 05kV	EPI
4208	LUVA ALTA TENSÃO 2,5kV 10 2178	EPI
4209	LUVA ALTA TENSÃO 20kV 10.5 29773	EPI
4210	LUVA DE BORRACHA ISOLANTE PUNHO LONGO VERMELHA T AM10.5 CLASS 002,5kV	EPI
4213	ETIQUETA ADESIVA "CONSUMO CONSCIENTE" 7CMX7CM	OUTROS
4214	TAMPA CONDULETE ALUMINIO.1 TOMADA REDONDA 1/2-3/4	OUTROS
4215	TAMPA CONDULETE ALUMINIO CEGA 1"	OUTROS
4223	MEDIDOR ION 8600A - FUNÇÃO:P8600A0C0H6E0A0A	OUTROS
4224	MEDIDOR ION 8600A AUX232/485-ETH 04 DIGITAIS - FUNÇÃO:P8600A0C0H6E0B0A	OUTROS
4225	MEDIDOR ION 7650A - FUNÇÃO:P7650A0C0B6EA0A0	OUTROS
4227	CABO CU ISOLANTE 750V 35MM²	OUTROS
4228	PARAFUSO CABEÇA REDONDA 3/16X1/2	OUTROS
4232	PARAFUSO RM CABEÇA REDONDA 1/4 X 20 X 1/2	OUTROS
4234	CONTENTOR AMARELO 53X30X33CM PLÁSTICO PP VIRGEM	OUTROS
4237	TAMPA DE EXTREMIDADE SIST X-29900	OUTROS
4238	ESPELHO PLASTICO 3X3 2 SAIDA BC SOLLAN	OUTROS
4239	CAIXA DE SOBREPOR. BRANCO 3X3 75X75X45 SOLLAN	OUTROS
4240	TOMADA RJ45 FEMEA CAT5E PT CCA	OUTROS
4244	MÁQUINA PLASTIFICADORA TIPO OFICIO P240 BI-VOLT	OUTROS
4245	ELETRODUTO GALVANIZADO 3/4"	OUTROS
4246	ELETRODUTO GALVANIZADO 1"	OUTROS
4247	LUVA P/ ELETRODUTO GALVANIZADA. 3/4"	OUTROS
4248	LUVA P/ ELETRODUTO GALVANIZADA 1"	OUTROS
4249	DERIVAÇAO (MATA. JUNTA) 50X20 SISTEMA X-29904	OUTROS
4250	EMPILHADEIRA A COMBUSTAO IMPORTADA, MODELO H25 T03	OUTROS
4252	TESOURÃO 36'' CORTA CABOS 185-336 4MCM	FERRAMENTAL
4254	PROJETOR MULTIMIDIA POWERLITE S12	OUTROS
4267	BOTA SEGURANÇA P/ELETRICISTA TAMANHO 35-EPI	EPI
4272	BOLSA LONA P/BALDE IMPER Nº10 VERDE	EPC
4275	TUBO CINZA DE PVC 1'' (SEM ROSCA)	OUTROS
4276	CHAVE FENDA C/ISOLAMENTO 1kV DE 5/16"X7"	FERRAMENTAL
4278	LUVA SEM ROSCA DE PVC 1''	OUTROS
4279	CONDULETE UNIVERSAL 6 ENTRADAS/SAIDAS	OUTROS
4280	PLACA P/ CONDULETE 1'' P/1 RJ11	OUTROS
4281	ENVELOPE PAPEL COR BRANCO 240X340MM	ESCRITÓRIO
4282	ABRAÇADEIRA TIPO COPO 1''	OUTROS
4283	ENVELOPE PAPEL COR BRANCO 260X360MM	ESCRITÓRIO
4284	BUCHA S6 C/ PARAFUSO CABEÇA CHATA	OUTROS
4285	CANALETA LISA P/ PISO 50X12.5X2000 VP2 CINZA	OUTROS
4286	SINETA CAMPAINHA	OUTROS
4287	DISJUNTOR DIN 63A 3P CURVA C	OUTROS
4289	TOMADA PADRÃO BRASILEIRO C/ PLACA 2P+t 10A	OUTROS
4290	TOMADA PADRÃO BRASILEIRO C/ PLACA 2P+T 20A	OUTROS
4292	CLIPS Nº 2/0  CAIXA C/500 UNIDADES	ESCRITÓRIO
4293	CABO LOGICO P/ COMP. 4 PARES S/ BLINDAGEM AZUL	OUTROS
4294	TAMPA DE TOMADA REDONDA P/ CONDULETE TOP 1''	OUTROS
4295	CANETA PARA QUADRO BRANCO COR PRETA	ESCRITÓRIO
4296	CORRETIVO FITA TAPE 5MMX8MM	OUTROS
4298	PLÁSTICO ADESIVO TRANSPARENTE (CONTACT)	OUTROS
4299	PAPEL COUCHÊ 83X51	ESCRITÓRIO
4300	BATERIA ADICIONAL PARA LEITOR MOTOROLA LS4278	OUTROS
4301	GÁS LIQUEFEITO DE PETRÓLEO EM CILINDRO P20	OUTROS
4302	CAFÉ OPERACIONAL	OUTROS
4307	JALECO ESPECIAL TAMANHO M	OUTROS
4308	CALÇA EM BRIM ESPECIAL TAMANHO M	OUTROS
4310	CAFÉ EM PÓ	OUTROS
4312	EMPILHADEIRA TOYOTA 10142	OUTROS
4313	PROTETOR DE EMENDA  ANTIFURTO	OUTROS
4314	CONECTOR PERFURANTE 25-150MM²	OUTROS
4315	CARNEIRA C/JUGULAR MSA-EPI	EPI
4319	TERMINAL AGULHA 0.5-1.5MM² (VERMELHO)	OUTROS
4323	KIT CAPSULA EXPRESSO	OUTROS
4324	MEXEDOR PLÁSTICO P/ CAFÉ	OUTROS
4325	SACHE DE AÇUCAR	OUTROS
4326	SACHE DE ADOÇANTE	OUTROS
4327	COPO PLÁSTICO MEDIO P/ CONHAQUE	OUTROS
4328	COPO DE ISOPOR	OUTROS
4329	COPO CRISTAL 300 ML	OUTROS
4330	SUPORTE MULTI-USO C/ 2 DIVISÕES	OUTROS
4332	PORTA LAPIS TELADO DE METAL	OUTROS
4334	BOMBONIERE DE VIDRO (GRANDE)	OUTROS
4335	BOMBONIERE DE VIDRO (MÉDIO)	OUTROS
4336	BOMBONIERE DE VIDRO (PEQUENA)	OUTROS
4337	FOLDER SAM	OUTROS
4338	CANETA LARANJA C/ LOGO CAM GYM	ESCRITÓRIO
4339	CANETA PRETA C/ LOGO CAMGYM	ESCRITÓRIO
4340	CANETA CINZA C/ LOGO CAMGYM	ESCRITÓRIO
4341	FOLDER INSTITUCIONAL	OUTROS
4342	PASTA PERSONALIZADA (MEDIÇÃO E EFICIENCIA ENERGÉTICA)	OUTROS
4343	CAFETEIRA EXPRESSO CIRCULO NDG ARNO BR 127V DC 02	OUTROS
4345	PEÇA DE ACRÍLICO PEQUENA MEDINDO 21X14 CM (SUPORTE)	OUTROS
4346	PEÇA DE ACRÍLICO GRANDE MEDINDO 30X20CM (SUPORTE)	OUTROS
4348	MARCADOR LETRA "S" 2,5MM MODELO.CAB3 COR AMARELA REF.38348	OUTROS
4349	CAMISA ANTI-CHAMAS MOD.FW 1 CAMADA COR 6OZAA TAM03	EPI
4350	CAMISA ANTI-CHAMAS MOD.FW 1 CAMADA COR 620AA 6OZ TAM02	EPI
4351	MARCADOR LETRA "E" 2,5MM MODELO.CAB3 COR AMARELA REF.38334	OUTROS
4352	CAMISA ANTI-CHAMAS MOD.FW 1 CAMADA COR 620AA 6OZ TAM03	EPI
4353	MARCADOR LETRA "R" 2,5MM MODELO.CAB3 COR AMARELA REF.38347	OUTROS
4354	MARCADOR LETRA "L" 2,5MM MODELO.CAB3 COR AMARELA REF.38341	OUTROS
4355	PADRÃO DE CALIBRAÇÃO TRIFÁSICO	OUTROS
4356	CONTACT TESTER 25kV-75kV - EMS-52 - PRETO	OUTROS
4357	TRANSFORMADOR TSU ENTR-110/220V - SAI-12/24V - POTENCIA 50	OUTROS
4373	ABRAÇADEIRA NYLON 300MM²	OUTROS
4374	MANGA ISL DE BORRACHA POR IMERSÃO TAM.REGULAR CL	EPC
4375	PLACA ISOPOR 0,050MML	OUTROS
4378	ABRAÇADEIRA NYLON 385MM²	OUTROS
4379	ABRAÇADEIRA NYLON 380MM²	OUTROS
4383	MEDIDOR TRIFASICO PLC MTSE02 B2, 240V.	OUTROS
4384	PAINEL P/SISTEMA 6 MEDIDORES	OUTROS
4385	BOTA SEGURANÇA P/ELETRICISTA CONTR. AMARELO TAMANHO 38-EPI	EPI
4386	CHAVE FENDA TIPO COTOCO DE 3/16"X1.1/2"	FERRAMENTAL
4387	BOTA SEGURANÇA P/ELETRICISTA CONTR. AMARELO TAMANHO 41-EPI	EPI
4388	BOTA SEGURANÇA P/ELETRICISTA CONTR. AMARELO TAMANHO 42-EPI	EPI
4389	BOTA SEGURANÇA P/ELETRICISTA CONTR. AMARELO TAMANHO 43-EPI	EPI
4401	CAMISA FUNCIONÁRIO BRIM BEGE TAM.M 48-50 UNIF	OUTROS
4404	BOTA SEGURANÇA P/ELETRICISTA CONTR. AMARELO TAMANHO 44-EPI	EPI
4412	CATRACA SIMPLES P/CHAVE SOQUETE C/ENCAIXE 1/2"	FERRAMENTAL
4423	TESOURÃO 23'' CORTA CABOS 185MM	FERRAMENTAL
4424	BOTA SEGURANÇA P/ELETRICISTA CONTR. AMARELO TAMANHO 36-EPI	EPI
4425	BOTA SEGURANÇA P/ELETRICISTA CONTR. AMARELO TAMANHO 37-EPI	EPI
4426	BOTA SEGURANÇA P/ELETRICISTA CONTR. AMARELO TAMANHO 39-EPI	EPI
4427	BOTA SEGURANÇA P/ELETRICISTA CONTR. AMARELO TAMANHO 46-EPI	EPI
4428	BOTA SEGURANÇA P/ELETRICISTA CONTR. AMARELO TAMANHO 45-EPI	EPI
4437	MEDIDOR ION 7650B 10MB 1024 ETH  8ED 4SA FUNÇÃO:P7650B1C0B6E0K0A	OUTROS
4438	MEDIDOR ION 8600B ETHERNET FUNÇÃO:P8600B0C0H6E0A0A	OUTROS
4439	MEDIDOR ION 7650A 5MB ETHERNET 20A60VCC FUNÇÃO:P7650A0C0C6E0A0A	OUTROS
4440	PLACA EM PVC DE IDENTIFICAÇÃO DO "POÇO 01" - 20CMx 30CM	OUTROS
4441	PLACA EM PVC DE IDENTIFICAÇÃO DO "POÇO 02" - 20CMx 30CM	OUTROS
4442	PLACA EM PVC DE "PROIBIÇÃO DE ACESSO" - 20CM x 30CM	OUTROS
4443	PLACA EM PVC DE "RISCO ELÉTRICO" - 20CM x 30CM	OUTROS
4444	PLACA EM PVC DE "SIGA PELA FAIXA DE PEDESTRE" - 30CM x 40CM	OUTROS
4449	ADAPTADOR 3/4" P/SERRA COPO	FERRAMENTAL
4452	PARAFUSO CABEÇA CHATA 3.8 X 40MM	OUTROS
4458	CONECTOR RIG.RJ45 CAT5E	OUTROS
4460	CONECTOR PERFURANTE 16-95MM²	OUTROS
4461	TC 400-5A - 0,6KV VERSÃO.00 - OBSOLETA	OUTROS
4462	TC 400-5A - 0,6KV - VERSÃO ATUAL	OUTROS
4463	CONECTOR PERFURANTE 25-120MM²	OUTROS
4467	KIT ETIQUETA ADESIVA ENEL (COMPOSTO DE 04 ADESIVOS)	OUTROS
4468	CARTUCHO TI17120 EPSON PRETO	OUTROS
4469	GRAMPEADOR EAGLE 206	ESCRITÓRIO
4470	COLA BASTÃO 40GR MARCA PRITT	OUTROS
4472	PARAFUSO FENDA 4/8'X13"	OUTROS
4473	TECLADO MULT SLIM USB TCI25 PRETO	OUTROS
4475	PLASTICO BOLHA REF.1,3 X 100 M.	OUTROS
4476	SACO PLÁSTICO METALIZADO REF.15X29	OUTROS
4478	ETIQUETA ADESIVA P/TERMINAL DE LEITURA MCEE/I-01 240V 60Hz	OUTROS
4488	MEDIDOR SIMPLES+MODULO CORTE	OUTROS
4489	MEDIDOR ELETRÔNICO 3F ACT/REAC 30(200)A	OUTROS
4490	MEDIDOR ELETRÔNICO TRIFASICO PORTA OPTICA	OUTROS
4491	MEDIDOR ELETRÔNICO SAGA2000-E650 IND.RF EXT	OUTROS
4492	MEDIDOR ELETRÔNICO SAGA2000-E650 DIR.RF EXT.	OUTROS
4493	MEDIDOR ELETRÔNICO 1F ACT15 100A 120V 2H 1E 60Hz	OUTROS
4494	MEDIDOR ELETRÔNICO BIFASICO MED. DIR.15 120A 120V	OUTROS
4496	CADEIRA CAIXA S/BRAÇO	OUTROS
4497	INVERSOR VEICULAR USB 12V 110V 300W	OUTROS
4499	CAIXA SMART GATEL/LINK/CODI 18CMX30CMX38CM	OUTROS
4500	CONCENTRADOR GATE/LINK CPU RC2100	OUTROS
4501	FONTE 85a264Vac 24Vcc/30W SIEMIENS	OUTROS
4502	MODEM CELULAR GSM TERMINAL T39GPRS	OUTROS
4506	MULTÍMETRO, DIGITAL, BANCADA MEDIÇÃO 0-100	FERRAMENTAL
4507	ANDAIME 1,5 -PADRÃO MECÂNICO	OUTROS
4508	PROTETOR DE CABO	OUTROS
4510	CONECTOR ADAPTADOR CONDUTOR ALUMINIO 16MM² PM2233I1	OUTROS
4512	CONECTOR PERFURANTE 16-120MM²	OUTROS
4514	TELA CIRANDA 25 METROS	OUTROS
4515	TELA CIRANDA 12,5 METROS	OUTROS
4516	PARAFUSO PHILIPS M4	OUTROS
4518	CONECTOR PERFURANTE 10-35MM²	OUTROS
4524	CHAVE PHILLIPS C/ISOLAMENTO 1kV DE 3/1 6X4"	FERRAMENTAL
4525	CHAVE FENDA C/ISOLAMENTO 1kV DE 14"X5"	FERRAMENTAL
4530	MEDIDOR ION 8400	OUTROS
4531	FONTE BIVOLT AC P/GPS-ION C/SAÍDA CONTÍNUA 24V	OUTROS
4532	LAMPADA INCANDESCENTE BOLINHA 7WX110V E27 CLARA	OUTROS
