PRODUTO	Endereço	Material	Texto breve material	Unidade de medida	 Saldo do sistema 	1ª CONT.	2ª CONT.	3ª CONT.	Posição final Inventariada	Diferença	Custo MÉDIO unitário (base out.) 	Diferença em R$	Total em R$						
7	BLA	8248	DISJUNTOR TRIPOLAR 40A	UND  	6	6			6	0	 R$ 25,72 	 R$ -   	 R$ 154,32 	BLA8248			 154,32   		
7	BLA	8249	DISJUNTOR TRIPOLAR 50A	UND  	3	3			3	0	 R$ 25,72 	 R$ -   	 R$ 77,16 	BLA8249			 77,16   		
7	BLA	8256	DISJUNTOR DIFERENCIAL RESIDUAL DR 100A/30mA	UND  	4	4			4	0	 R$ 153,99 	 R$ -   	 R$ 615,96 	BLA8256			 615,96   		
7	BLA	8264	"TUBO PVC 3/4"" (Eletroduto)"	UND  	18	18			18	0	 R$ 5,36 	 R$ -   	 R$ 96,48 	BLA8264			 96,48   		
7	BLA	8265	TOMADA 4/4 DE 2 SEÇÕES	UND  	4	4			4	0	 R$ 4,70 	 R$ -   	 R$ 18,80 	BLA8265			 18,80   		
7	BLA	8266	TRILHO DE FIXAÇÃO	UND  	11	11			11	0	 R$ 17,35 	 R$ -   	 R$ 190,85 	BLA8266			 190,85   		
7	BLA	8335	DISJUNTOR DIFERENCIAL RESIDUAL DR 80A/30mA	UND  	1	1			1	0	 R$ 153,99 	 R$ -   	 R$ 153,99 	BLA8335			 153,99   		
7	BLA	8336	DISJUNTOR DIFERENCIAL RESIDUAL 125A/30mA	UND  	2	2			2	0	 R$ 639,70 	 R$ -   	 R$ 1.279,40 	BLA8336			 1.279,40   		
7	BLA	8337	DISJUNTOR DIFERENCIAL RESIDUAL DR 63A/30mA	UND  	1	1			1	0	 R$ 87,06 	 R$ -   	 R$ 87,06 	BLA8337			 87,06   		
7	BLA	8411	CABO DE REDE CAT6 DE COBRE 305mts	UND  	2	2			2	0	 R$ 832,00 	 R$ -   	 R$ 1.664,00 	BLA8411			 1.664,00   		
7	BLA	8578	ALCOOL GEL 70º SANITIZANTE P/ MAOS PUMP 400ML	UND  	113	113			113	0	 R$ 10,67 	 R$ -   	 R$ 1.205,71 	BLA8578			 1.205,71   		
7	BLA	8588	ALCOOL EM GEL 70% 5L	UND  	10	10			10	0	 R$ 48,99 	 R$ -   	 R$ 489,90 	BLA8588			 489,90   		
7	BLA	8606	PAPEL TOALHA INTERFOLHA BRANCO	UND  	249	249			249	0	 R$ 7,35 	 R$ -   	 R$ 1.830,15 	BLA8606			 1.830,15   		
7	BLA	8624	HIPOCLORITO 1% 5LT CORDEX	UND  	209	209			209	0	 R$ 8,25 	 R$ -   	 R$ 1.724,25 	BLA8624			 1.724,25   		
7	BLA	8625	PANO MULTIUSO ROLO 300M BRANCO	ROLO	2	2			2	0	 R$ 80,57 	 R$ -   	 R$ 161,14 	BLA8625			 161,14   		
7	BLA	8628	LUVA DESCARTAVEL C/ PO - CX C/ 100 UNID	PAR  	8	8			8	0	 R$ 23,35 	 R$ -   	 R$ 186,80 	BLA8628			 186,80   		
7	BLA	8669	SAQUINHO PARA MASCARA DE TECIDO	UND  	60	60			60	0	 R$ 1,00 	 R$ -   	 R$ 60,00 	BLA8669			 60,00   		
7	BLA	8725	TORNEIRA PAREDE	UND  	3	3			3	0	 R$ 70,50 	 R$ -   	 R$ 211,50 	BLA8725			 211,50   		
7	BLA	8847	TERMINAL PINO ISOLADO 4/6MM² AM TPP-6-12 (TPP-23)	UND  	700	700			700	0	 R$ 0,29 	 R$ -   	 R$ 203,00 	BLA8847			 203,00   		
7	BLA	8899	JAQUETA ANTI-CHAMAS PADRÃO ENEL TAM. G	UND  	1	1			1	0	 R$ 215,00 	 R$ -   	 R$ 215,00 	BLA8899			 215,00   		
7	BLA	9018	ROLO DE SACO PLASTICO 30X40	ROLO	4	4			4	0	 R$ 15,42 	 R$ -   	 R$ 61,68 	BLA9018			 61,68   		
7	BLA	9021	CINTA BAP3 1200 C/PARAF.	UND  	726	726			726	0	 R$ 10,80 	 R$ -   	 R$ 7.840,80 	BLA9021			 7.840,80   		
7	BLA	9032	ABRAÇADEIRA TIGRE DE ENCAIXE	UND  	14	14			14	0	 R$ 1,58 	 R$ -   	 R$ 22,12 	BLA9032			 22,12   		
7	BLA	9033	TUBO CONDULETE DE 1/2 COM 3 METROS	UND  	14	14			14	0	 R$ 11,90 	 R$ -   	 R$ 166,60 	BLA9033			 166,60   		
7	BLA	9034	CAIXA DE PASSAGEM	UND  	14	14			14	0	 R$ 7,50 	 R$ -   	 R$ 105,00 	BLA9034			 105,00   		
7	BLA	9100	CABINHO 4,0MM 750V PRETO METRO	UND  	200	2	200		200	0	 R$ 2,96 	 R$ -   	 R$ 592,00 	BLA9100			 592,00   		
7	BLA	9101	CABINHO 4,0MM 750V VERDE METRO	UND  	100	1	100		100	0	 R$ 2,96 	 R$ -   	 R$ 296,00 	BLA9101			 296,00   		
7	BLA	9102	CABINHO 4,0MM 750V AZUL METRO	UND  	200	2	200		200	0	 R$ 2,96 	 R$ -   	 R$ 592,00 	BLA9102			 592,00   		
7	BLA	9306	INSETICIDA SBP	UND  	2	2			2	0	 R$ 5,99 	 R$ -   	 R$ 11,98 	BLA9306			 11,98   		
7	BLA	9401	ALCOOL LÍQUIDO DE 70° 1L P/ LIMPEZA 	UND  	120	120			120	0	 R$ 4,59 	 R$ -   	 R$ 550,80 	BLA9401			 550,80   		
7	BLA	9432	BLOCO DE ILUMINAÇÃO EMERGENCIA INTELBRAS BLA 	UND  	2	2			2	0	 R$ 212,00 	 R$ -   	 R$ 424,00 	BLA9432			 424,00   		
4	G1-A1	4896	FUSÍVEL HH TIPO U8 1000MVA 17,5KV 25A	UND  	3	3			3	0	 R$ 160,00 	 R$ -   	 R$ 480,00 	G1-A14896			 480,00   		
4	G1-A1	4897	CAPACITADORES 220/39A	UND  	2	2			2	0	 R$ 850,00 	 R$ -   	 R$ 1.700,00 	G1-A14897			 1.700,00   		
4	G1-A3	4806	ADAPTADOR  VOLT PSION ENTRADA 230V~50Hz  SAÍDA 10V 250mA	UND  	29	29			29	0	 R$ 1,00 	 R$ -   	 R$ 29,00 	G1-A34806			 29,00   		
4	G1-A3	4899	FASÍMETRO DIGITAL MODELO FS30 - GUBINTEC	UND  	27	27			27	0	 R$ 86,00 	 R$ -   	 R$ 2.322,00 	G1-A34899			 2.322,00   		
4	G1-B2	4904	COLETOR DADOS MODELO WORKAOBUT 2MB RA PSION (OBSOLETO)	UND  	54	54			54	0	 R$ 1,00 	 R$ -   	 R$ 54,00 	G1-B24904			 54,00   		
4	G1-B3	4802	ADAPTADOR  VOLT METEOR ENTRADA 120VCA SAIDA 6VDC	UND  	19	19			19	0	 R$ 25,00 	 R$ -   	 R$ 475,00 	G1-B34802			 475,00   		
4	G1-B3	4803	ADAPTADOR  VOLT METEOR ENTRADA 220VCA SAIDA 8VDC	UND  	47	47			47	0	 R$ 22,28 	 R$ -   	 R$ 1.047,16 	G1-B34803			 1.047,16   		
4	G1-C1	4887	TRANSFORMADOR CORRENTE TP JANELA 300-5A CL0,560	UND  	27	27			27	0	 R$ 35,00 	 R$ -   	 R$ 945,00 	G1-C14887			 945,00   		
4	G1-C1	4898	CRONÔMETRO C/BATERIA	UND  	13	13			13	0	 R$ 14,99 	 R$ -   	 R$ 194,87 	G1-C14898			 194,87   		
4	G1-C1	4938	CRONÔMETRO DIGITAL MODELO KK2802	UND  	13	13			13	0	 R$ 43,65 	 R$ -   	 R$ 567,45 	G1-C14938			 567,45   		
4	G1-C2	4850	CARREGADOR PILHA AA-AAA BATERIA IMPUT 110VCA	UND  	3	3			3	0	 R$ 19,99 	 R$ -   	 R$ 59,97 	G1-C24850			 59,97   		
4	G1-C3	4257	CAPACETE DE SEGURANÇA C/ ABA TOTAL CLB VERDE	UND  	25	25			25	0	 R$ 36,20 	 R$ -   	 R$ 905,00 	G1-C34257			 905,00   		
4	G1-D1	4809	CAIXA CONEX P/LIGAÇÃO CONSUMIDOR COR PRETA	UND  	247	247			247	0	 R$ 15,40 	 R$ -   	 R$ 3.803,80 	G1-D14809			 3.803,80   		
4	G1-D2	4885	TRANSFORMADOR CORRENTE TP JANELA 100-5A CL0,560	UND  	142	142			142	0	 R$ 40,00 	 R$ -   	 R$ 5.680,00 	G1-D24885			 5.680,00   		
4	G1-D2	4886	TRANSFORMADOR  CORRENTE TP JANELA 200-5A CL0,560	UND  	75	75			75	0	 R$ 45,00 	 R$ -   	 R$ 3.375,00 	G1-D24886			 3.375,00   		
4	G1-D3	4257	CAPACETE DE SEGURANÇA C/ ABA TOTAL CLB VERDE	UND  	27	27			27	0	 R$ 36,20 	 R$ -   	 R$ 977,40 	G1-D34257			 977,40   		
4	G1-E2	4890	CUNA P/COLETOR DE DADOS	UND  	2	2			2	0	 R$ 1,00 	 R$ -   	 R$ 2,00 	G1-E24890			 2,00   		
4	G1-E3	4892	TALHADEIRA TIPO CORTA CHÃO DE 100X350MM	UND  	38	38			38	0	 R$ 17,00 	 R$ -   	 R$ 646,00 	G1-E34892			 646,00   		
4	G1-E4	4845	PÁ DE BICO TAMANHO 34 X 320 X 270 MM	UND  	1	1			1	0	 R$ 29,90 	 R$ -   	 R$ 29,90 	G1-E44845			 29,90   		
4	G1-F3	4894	ENXADÃO TAMANHO 38 X 105 X 305 MM	UND  	2	2			2	0	 R$ 35,00 	 R$ -   	 R$ 70,00 	G1-F34894			 70,00   		
4	G1-F3	4895	FOICE P/MATO TAMANHO 35X280X95MM	UND  	3	3			3	0	 R$ 28,00 	 R$ -   	 R$ 84,00 	G1-F34895			 84,00   		
4	G1-F3	4939	MACHADO C/CABO DE 2.360G	UND  	1	1			1	0	 R$ 55,00 	 R$ -   	 R$ 55,00 	G1-F34939			 55,00   		
4	H1-A1	4967	CURVA PVC RIG 50MM 90º CLASSE ADDT 1760	UND  	107	107			107	0	 R$ 3,41 	 R$ -   	 R$ 364,87 	H1-A14967			 364,87   		
4	H1-B3	4900	BARRAMENTO BIFÁSICO REF.DED1841 - VERSÃO OBSOLETA	UND  	102	102			102	0	 R$ 23,38 	 R$ -   	 R$ 2.384,76 	H1-B34900			 2.384,76   		
4	H1-C2	4801	ALÇA PREFORMADA AÇO P/CABO PRE REUNIDO 25MM² DNQ1958	UND  	961	961			961	0	 R$ 7,21 	 R$ -   	 R$ 6.928,81 	H1-C24801			 6.928,81   		
4	H1-C3	4901	BARRAMENTO TRIFÁSICO REF.DED1842R2 - VERSÃO OBSOLETA	UND  	84	84			84	0	 R$ 24,56 	 R$ -   	 R$ 2.063,04 	H1-C34901			 2.063,04   		
4	H1-D1	4808	CAIXA CONEX P/LIGAÇÃO CONSUMIDOR COR BRANCA	UND  	230	230			230	0	 R$ 15,40 	 R$ -   	 R$ 3.542,00 	H1-D14808			 3.542,00   		
4	H1-D2	3724	ALÇA PREFORMADA AÇO 10MM² BIPOLAR CB /6MMAL - PM195813	UND  	57	57			57	0	 R$ 6,49 	 R$ -   	 R$ 369,93 	H1-D23724			 369,93   		
4	H1-D3	4913	"CONECTOR A COMP ESTRIBO CA 2 AWG ""OBSOLETO"""	UND  	6	6			6	0	 R$ 2,21 	 R$ -   	 R$ 13,26 	H1-D34913			 13,26   		
4	H1-E2	4513	ALÇA PREFORMADA AÇO 10MM² TRIPOLAR CB	UND  	261	261			261	0	 R$ 6,49 	 R$ -   	 R$ 1.693,89 	H1-E24513			 1.693,89   		
4	H1-E2	4800	ALÇA PREFORMADA AÇO P/CABO PRE-REUNIDO 50MM² DNQ1958	UND  	57	57			57	0	 R$ 10,89 	 R$ -   	 R$ 620,73 	H1-E24800			 620,73   		
4	H1-E3	4910	"CONECTOR CUNHA DERIVADO A/VIOLETA DED 1786 I1 ""OBSOLETO"""	UND  	290	290			290	0	 R$ 25,00 	 R$ -   	 R$ 7.250,00 	H1-E34910			 7.250,00   		
4	H1-E3	4911	"CONECTOR CUNHA DERIVADO B/LARANJA DED 1786 I2 ""OBSOLETO"""	UND  	339	339			339	0	 R$ 25,00 	 R$ -   	 R$ 8.475,00 	H1-E34911			 8.475,00   		
4	H1-E3	4912	"CONECTOR CUNHA DERIVADO C/MARRON  DED 1786 I3 ""OBSOLETO"""	UND  	314	314			314	0	 R$ 25,00 	 R$ -   	 R$ 7.850,00 	H1-E34912			 7.850,00   		
4	H1-F3	4459	PARAFUSO CABEÇA ABAULUADA 150X75X16MM	UND  	6	6			6	0	 R$ 6,87 	 R$ -   	 R$ 41,22 	H1-F34459			 41,22   		
4	H1-F3	4805	ADAPTADOR P/CAIXA BI/TRIFASICO	UND  	249	249			249	0	 R$ 1,10 	 R$ -   	 R$ 273,90 	H1-F34805			 273,90   		
4	H1-F3	4930	"PORCA SEXTAVADA FERRO ZINCADO DE 5/8"""	UND  	88	88			88	0	 R$ 4,47 	 R$ -   	 R$ 393,36 	H1-F34930			 393,36   		
4	H2-A2	4797	ALÇA PREFORMADA AÇO P/CABO PRE-REUNIDO 35MM² DNQ1958	UND  	6	6			6	0	 R$ 7,21 	 R$ -   	 R$ 43,26 	H2-A24797			 43,26   		
4	H2-A2	4799	ALÇA PREFORMADA AÇO P/CABO PRE-REUNIDO 70MM² PM1958I13	UND  	40	40			40	0	 R$ 10,89 	 R$ -   	 R$ 435,60 	H2-A24799			 435,60   		
4	H2-A3	4931	CORREDIÇA APOIADA C/PARAFUSO 45CM - BRANCA	UND  	480	480			480	0	 R$ 4,73 	 R$ -   	 R$ 2.270,40 	H2-A34931			 2.270,40   		
4	H2-B1	4879	CURVA PVC RIG 50MM 180º CLASSE ADDT 1760	UND  	59	59			59	0	 R$ 4,18 	 R$ -   	 R$ 246,62 	H2-B14879			 246,62   		
4	H2-C2	4783	DISJUNTOR BIPOLAR  50A MOD.TQC2450  50A GE	UND  	23	23			23	0	 R$ 46,48 	 R$ -   	 R$ 1.069,04 	H2-C24783			 1.069,04   		
4	H2-C3	4471	FIXADOR P/FIOS E CABOS	UND  	8900	8.900			8900	0	 R$ 0,30 	 R$ -   	 R$ 2.670,00 	H2-C34471			 2.670,00   		
4	H2-C4	4880	CINTA P/POSTE DT 160X210MM DED 1003 I3 R2	UND  	2	2			2	0	 R$ 26,02 	 R$ -   	 R$ 52,04 	H2-C44880			 52,04   		
4	H2-D1	4780	DISJUNTOR TRIPOLAR  40A MOD.THQC3440  40A GE	UND  	432	432			432	0	 R$ 44,20 	 R$ -   	 R$ 19.094,40 	H2-D14780			 19.094,40   		
4	H2-D3	4781	DISJUNTOR BIPOLAR  2X40A MOD.TQC2440  40A GE	UND  	170	170			170	0	 R$ 44,41 	 R$ -   	 R$ 7.549,70 	H2-D34781			 7.549,70   		
4	H2-D3	4782	DISJUNTOR TRIPOLAR  70A MOD.CL3070  70A ELETROMAR	UND  	26	26			26	0	 R$ 70,58 	 R$ -   	 R$ 1.835,08 	H2-D34782			 1.835,08   		
4	H2-D4	4882	BARRA ROSQUEÁVEL DE 5/8 X 1M	UND  	19	19			19	0	 R$ 11,73 	 R$ -   	 R$ 222,87 	H2-D44882			 222,87   		
4	H2-D4	4883	PARAFUSO CABEÇA QUADRADA 150 X80 X 16MM	UND  	227	227			227	0	 R$ 3,39 	 R$ -   	 R$ 769,53 	H2-D44883			 769,53   		
4	H2-E2	4842	"DISCO DE CORTE DE 12""  NORTON"	UND  	6	6			6	0	 R$ 7,24 	 R$ -   	 R$ 43,44 	H2-E24842			 43,44   		
4	H2-E3	3899	"PORCA SEXTAVADA FERRO ZINCADO DE 3/16"""	UND  	5000	5.000			5000	0	 R$ 0,10 	 R$ -   	 R$ 500,00 	H2-E33899			 500,00   		
4	H2-E3	4779	DISJUNTOR BIPOLAR  2X70A MOD.TQC2470  70A GE	UND  	15	15			15	0	 R$ 70,58 	 R$ -   	 R$ 1.058,70 	H2-E34779			 1.058,70   		
4	H2-E3	4877	PARAFUSO CABEÇA REDONDA 6X16MM FENDA FERRO ZINCADO	UND  	2800	2.800			2800	0	 R$ 0,12 	 R$ -   	 R$ 336,00 	H2-E34877			 336,00   		
4	H2-E3	4909	"CONECTOR PARAFUSO FENDIDO LIGA METAL P/CABO 2.5 DE 16M -""OBSOLETO"""	UND  	816	816			816	0	 R$ 5,00 	 R$ -   	 R$ 4.080,00 	H2-E34909			 4.080,00   		
4	H2-E3	4915	"CONECTOR PARAFUSO FENDIDO ALUMINIO 35MM ""OBSOLETO"""	UND  	520	520			520	0	 R$ 6,00 	 R$ -   	 R$ 3.120,00 	H2-E34915			 3.120,00   		
4	H2-E4	4881	ARMAÇÃO SECUNDÁRIA DUPLA DED-0035R4	UND  	58	58			58	0	 R$ 7,50 	 R$ -   	 R$ 435,00 	H2-E44881			 435,00   		
4	H2-F2	4844	"DISCO DE CORTE P/CORTE DE 14"" X 1/8"" X 1"""	UND  	26	26			26	0	 R$ 7,24 	 R$ -   	 R$ 188,24 	H2-F24844			 188,24   		
4	H2-F2	4937	GRAMPO ATERRAMENTO REF.PM-0085 R4	UND  	61	61			61	0	 R$ 60,90 	 R$ -   	 R$ 3.714,90 	H2-F24937			 3.714,90   		
4	I1-A1	4958	MODULO DE CONTROLE MODELO JDG03 - 240V/ 60Hz	UND  	44	44			44	0	 R$ 84,12 	 R$ -   	 R$ 3.701,28 	I1-A14958			 3.701,28   		
4	I1-A2	4861	MOITÃO FORMAÇÃO 80X3 CAPACIDADE 1.200 KG	UND  	4	4			4	0	 R$ 75,00 	 R$ -   	 R$ 300,00 	I1-A24861			 300,00   		
4	I1-A4	3740	"ARRUELA LISA 1/4"" DE BORRACHA PARA VEDAÇÃO"	UND  	3600	3.600			3600	0	 R$ 0,15 	 R$ -   	 R$ 540,00 	I1-A43740			 540,00   		
4	I1-A4	5013	"PARAFUSO FENDA  1/4"" X  1.1/2"""	UND  	864	864			864	0	 R$ 0,16 	 R$ -   	 R$ 138,24 	I1-A45013			 138,24   		
4	I1-B1	4945	TOTALIZADOR DE PULSOS CONTADOR ENERGIA	UND  	13	13			13	0	 R$ 76,46 	 R$ -   	 R$ 993,98 	I1-B14945			 993,98   		
4	I1-B2	4865	"ESTROPO CABO AÇO FLEX 5/8"" C/ 1.20 ALÇA"	UND  	3	3			3	0	 R$ 72,00 	 R$ -   	 R$ 216,00 	I1-B24865			 216,00   		
4	I1-B2	4866	CORDOALHA  DE AÇO FLEX DE 8MM C/10M	UND  	5	5			5	0	 R$ 5,18 	 R$ -   	 R$ 25,90 	I1-B24866			 25,90   		
4	I1-B3	4728	TACÓGRAFO DE DISCO 125KM P/ 24 HORAS	UND  	11	11			11	0	 R$ 26,00 	 R$ -   	 R$ 286,00 	I1-B34728			 286,00   		
4	I1-C2	4848	TAMPA SEG EM FERRO P/CAIXA DE MEDIDOR BI-TRI	UND  	4	4			4	0	 R$ 8,34 	 R$ -   	 R$ 33,36 	I1-C24848			 33,36   		
4	I1-D2	4874	ESCOVA IND CIR AC 150X25X30MM	UND  	3	3			3	0	 R$ 16,00 	 R$ -   	 R$ 48,00 	I1-D24874			 48,00   		
4	I1-D3	4871	"TRADO P/MADEIRA DE 3/4"""	UND  	30	30			30	0	 R$ 63,37 	 R$ -   	 R$ 1.901,10 	I1-D34871			 1.901,10   		
4	I1-D3	4935	DESEMPENADEIRA LISA C/ CABO DE MADEIRA-PEDREIRO	UND  	3	3			3	0	 R$ 34,90 	 R$ -   	 R$ 104,70 	I1-D34935			 104,70   		
4	I1-E3	4860	"VERRUMA DE AÇO DE 3/16"" - 4.7MM"	UND  	55	55			55	0	 R$ 8,00 	 R$ -   	 R$ 440,00 	I1-E34860			 440,00   		
4	I1-E3	4872	BARRA DE SOLDA 60X40 100G	UND  	584	584			584	0	 R$ 0,24 	 R$ -   	 R$ 140,16 	I1-E34872			 140,16   		
4	I1-E3	4932	BATERIA MODELO 4R25  6V	UND  	6	6			6	0	 R$ 15,90 	 R$ -   	 R$ 95,40 	I1-E34932			 95,40   		
4	I1-E4	4873	CINTA AJUSTÁVEL P/ POSTE BAP2 800MM DDT174212R2	UND  	110	110			110	0	 R$ 9,00 	 R$ -   	 R$ 990,00 	I1-E44873			 990,00   		
4	I1-F3	4456	CORTA GALHO TIPO PADRÃO MARCA BIEHL	UND  	4	4			4	0	 R$ 31,39 	 R$ -   	 R$ 125,56 	I1-F34456			 125,56   		
4	G1-A2	4903	COLETOR DADOS MODELO ECO486 METEOR (OBSOLETO)	UND  	112	112			112	0	 R$ 798,67 	 R$ -   	 R$ 89.451,04 	G1-A24903			 89.451,04   		
4	G1-E1	5719	CINTURÃO SEG 50MM LARG C/ CINTO, FIVELA	UND  	16	16			16	0	 R$ 190,35 	 R$ -   	 R$ 3.045,60 	G1-E15719			 3.045,60   		
4	G1-E3	5824	PÉ DE CABRA EM AÇO 600X29X15 MM	UND  	1	1			1	0	 R$ 29,00 	 R$ -   	 R$ 29,00 	G1-E35824			 29,00   		
4	H1-A2	8131	ABRAÇADEIRA FITA NYLON 760 X 9,0MM PRETA	UND  	658	658			658	0	 R$ 1,53 	 R$ -   	 R$ 1.006,74 	H1-A28131			 1.006,74   		
4	H1-A2	8133	SUPORTE P/BRACADEIRA FITA 9MM 3.401 PRETO	UND  	612	612			612	0	 R$ 0,47 	 R$ -   	 R$ 287,64 	H1-A28133			 287,64   		
4	H1-A3	8036	PINCEL SEDA 1''	UND  	3	3			3	0	 R$ 2,06 	 R$ -   	 R$ 6,18 	H1-A38036			 6,18   		
4	H1-A3	8101	ESPUMA EXPANSIVA	UND  	2	2			2	0	 R$ 13,44 	 R$ -   	 R$ 26,88 	H1-A38101			 26,88   		
4	H1-B1	4967	CURVA PVC RIG 50MM 90º CLASSE ADDT 1760	UND  	58	58			58	0	 R$ 3,41 	 R$ -   	 R$ 197,78 	H1-B14967			 197,78   		
4	H1-B2	8127	FITA ISOLANTE 3M IMPERIAL 18MM X 20M PRETA	UND  	144	144			144	0	 R$ 6,47 	 R$ -   	 R$ 931,68 	H1-B28127			 931,68   		
4	H1-B2	8141	FIO BICOLOR POLARIZADO 2X1.5MM	UND  	100	1	100		100	0	 R$ 1,09 	 R$ -   	 R$ 109,00 	H1-B28141			 109,00   		
4	H1-B4	3720	ABRAÇADEIRA NYLON 203MM² PRETA DDT-1750 I.3	UND  	972	972			972	0	 R$ 0,46 	 R$ -   	 R$ 447,12 	H1-B43720			 447,12   		
4	H1-C1	4808	CAIXA CONEX P/LIGAÇÃO CONSUMIDOR COR BRANCA	UND  	324	324			324	0	 R$ 15,40 	 R$ -   	 R$ 4.989,60 	H1-C14808			 4.989,60   		
4	H1-C2	8110	CHAVE CANHÃO 07mm - NÃO ISOLADA	UND  	5	5			5	0	 R$ 21,14 	 R$ -   	 R$ 105,70 	H1-C28110			 105,70   		
4	H1-C4	3621	PROTET.FACIAL,VISOR VERDE,REF218295-EPI	UND  	14	14			14	0	 R$ 128,00 	 R$ -   	 R$ 1.792,00 	H1-C43621			 1.792,00   		
4	H1-D3	8129	PRENSA CABO PRETO REDONDO 3/4 BSP	UND  	83	83			83	0	 R$ 3,25 	 R$ -   	 R$ 269,75 	H1-D38129			 269,75   		
4	H1-E1	4176	CALÇA PADRAO ENEL FAIXA REFLETIVA M	UND  	31	31			31	0	 R$ 40,00 	 R$ -   	 R$ 1.240,00 	H1-E14176			 1.240,00   		
4	H1-E1	4180	CAMISA PADRAO ENEL  FAIXA REFLETIVA M	UND  	2	2			2	0	 R$ 36,00 	 R$ -   	 R$ 72,00 	H1-E14180			 72,00   		
4	H1-F1	4808	CAIXA CONEX P/LIGAÇÃO CONSUMIDOR COR BRANCA	UND  	249	249			249	0	 R$ 15,40 	 R$ -   	 R$ 3.834,60 	H1-F14808			 3.834,60   		
4	H1-F2	4808	CAIXA CONEX P/LIGAÇÃO CONSUMIDOR COR BRANCA	UND  	90	90			90	0	 R$ 15,40 	 R$ -   	 R$ 1.386,00 	H1-F24808			 1.386,00   		
4	H1-F2	4936	LAÇO PREFORMADO AÇO CABO PRÉ REUNIDO 50MM²	UND  	332	332			332	0	 R$ 1,05 	 R$ -   	 R$ 348,60 	H1-F24936			 348,60   		
4	H1-F2	8142	TERMINAL OLHAL 0.5-1.5MM	UND  	400	400			400	0	 R$ 0,13 	 R$ -   	 R$ 52,00 	H1-F28142			 52,00   		
4	H1-F4	3871	PARAFUSO FENDA CABEÇA CILINDRICA - FERRO ZINCADO 6,3X6MM	UND  	6150	6.150			6150	0	 R$ 0,02 	 R$ -   	 R$ 123,00 	H1-F43871			 123,00   		
4	H2-A1	4879	CURVA PVC RIG 50MM 180º CLASSE ADDT 1760	UND  	42	42			42	0	 R$ 4,18 	 R$ -   	 R$ 175,56 	H2-A14879			 175,56   		
4	H2-A4	8130	ALCA PRE-FORM.6 AWG 10MM	UND  	340	340			340	0	 R$ 3,60 	 R$ -   	 R$ 1.224,00 	H2-A48130			 1.224,00   		
4	H2-A4	8132	ALCA PRE-FORM.2 AWG 25MM	UND  	251	251			251	0	 R$ 6,90 	 R$ -   	 R$ 1.731,90 	H2-A48132			 1.731,90   		
4	H2-B2	4879	CURVA PVC RIG 50MM 180º CLASSE ADDT 1760	UND  	79	79			79	0	 R$ 4,18 	 R$ -   	 R$ 330,22 	H2-B24879			 330,22   		
4	H2-B3	4879	CURVA PVC RIG 50MM 180º CLASSE ADDT 1760	UND  	60	60			60	0	 R$ 4,18 	 R$ -   	 R$ 250,80 	H2-B34879			 250,80   		
4	H2-B4	8126	ALCA PRE-FORM.1 AWG 35MM	UND  	36	36			36	0	 R$ 9,45 	 R$ -   	 R$ 340,20 	H2-B48126			 340,20   		
4	H2-B4	8128	ALCA PRE-FORM.1/0 AWG 50MM	UND  	4	4			4	0	 R$ 12,63 	 R$ -   	 R$ 50,52 	H2-B48128			 50,52   		
4	H2-C2	8035	SUGADOR DE SOLDA	UND  	4	4			4	0	 R$ 9,10 	 R$ -   	 R$ 36,40 	H2-C28035			 36,40   		
4	H2-C3	8340	CHAVE CANHÃO 7mm ISOLADA	UND  	2	2			2	0	 R$ 28,46 	 R$ -   	 R$ 56,92 	H2-C38340			 56,92   		
4	H2-C4	4333	"PRENSA-CABO 1 1/2"""	UND  	137	137			137	0	 R$ 2,49 	 R$ -   	 R$ 341,13 	H2-C44333			 341,13   		
4	H2-D2	4780	DISJUNTOR TRIPOLAR  40A MOD.THQC3440  40A GE	UND  	195	81	195		195	0	 R$ 44,20 	 R$ -   	 R$ 8.619,00 	H2-D24780			 8.619,00   		
4	H2-E1	4175	CALÇA PADRAO ENEL FAIXA REFLETIVA P	UND  	3	3			3	0	 R$ 40,00 	 R$ -   	 R$ 120,00 	H2-E14175			 120,00   		
4	H2-E1	4179	CAMISA PADRAO ENEL  FAIXA REFLETIVA P	UND  	32	32			32	0	 R$ 36,00 	 R$ -   	 R$ 1.152,00 	H2-E14179			 1.152,00   		
4	H2-E1	7532	CAMISA C/ BOLSO E GOLA BARBATANA E MARTINGALE TAM.G-FEMININA	UND  	1	1			1	0	 R$ 65,00 	 R$ -   	 R$ 65,00 	H2-E17532			 65,00   		
4	H2-E1	7533	CAMISA C/ BOLSO E GOLA BARBATANA E MARTINGALE TAM.GG-MASCULINA	UND  	2	2			2	0	 R$ 65,00 	 R$ -   	 R$ 130,00 	H2-E17533			 130,00   		
4	H2-E1	7586	CAMISA C/ BOLSO E GOLA BARBATANA E MARTINGALE TAM.M-MASCULINA	UND  	1	1			1	0	 R$ 65,00 	 R$ -   	 R$ 65,00 	H2-E17586			 65,00   		
4	H2-E1	7587	CAMISA C/ BOLSO E GOLA BARBATANA E MARTINGALE TAM.G-MASCULINA	UND  	2	2			2	0	 R$ 65,00 	 R$ -   	 R$ 130,00 	H2-E17587			 130,00   		
