Material	Descrição do item	Código NCM	Preço R$
9722	ABRAÇADEIRA NYLON BRANCA	3926.90.90	R$ 0,12
9032	ABRAÇADEIRA TIGRE DE ENCAIXE	3916.20.00	R$ 1,58
8533	ACESSORIO PORTA DIV 80 X 210 COMPLETA	4418.20.00	R$ 234,88
10662	Acessórios de instalação do suporte simples (R-30)	8517.12.11	R$ 0,00
10333	Acionador de Emergência Rearmável AS 2010	8531.80.00	R$ 0,00
5034	ACOPLADOR CAPACITIVO	8504.40.90	R$ 19,65
3722	ACOPLADOR INDUTIVO  CODIFICADOR DE DADOS - PLC	8504.40.90	R$ 0,00
4193	ACOPLAMENTO INDUTIVO TRIFÁSICO 127V P/COMUNICAÇÃO PLC	8504.40.90	R$ 270,71
8846	ACOPLAMENTO NEWKON 2P+7 32A 200/250V 6H AZ N3256	8536.69.10	R$ 39,64
8616	AÇÚCAR - 5 KG	1701.99.00	R$ 23,50
5982	AÇUCAR 1KG	1701.99.00	R$ 3,39
8706	AÇÚCAR CRISTAL 05 KG	1701.99.00	R$ 25,99
10169	AÇUCAR SACHE - CX DE 5KG	1701.99.00	R$ 26,50
4802	ADAPTADOR  VOLT METEOR ENTRADA 120VCA SAIDA 6VDC	8536.90.90	R$ 25,00
4803	ADAPTADOR  VOLT METEOR ENTRADA 220VCA SAIDA 8VDC	8536.90.90	R$ 22,28
4806	ADAPTADOR  VOLT PSION ENTRADA 230V~50Hz  SAÍDA 10V 250mA	8536.90.90	R$ 1,00
8161	ADAPTADOR DB9/DB25	8536.90.40	R$ 29,00
9041	ADAPTADOR DE MANGUEIRA (UNIÃO)	3917.40.90	R$ 5,99
4804	ADAPTADOR DE PILHAS P/ LANTERNA 4 PILHAS GR	8504.40.10	R$ 10,00
7826	ADAPTADOR DE REDE USB P/ RJ45	8536.69.90	R$ 0,00
6983	ADAPTADOR E LEITOR DE CARTÃO DE MEMÓRIA USB/SD	8523.51.90	R$ 59,50
3676	ADAPTADOR Nº 1 P/SERRA COPO DE 14MM a 30MM	8466.93.40	R$ 19,00
6172	ADAPTADOR Nº2 P/ SERRA COPO DE 32MM A 210MM	8466.93.40	R$ 34,00
8276	ADAPTADOR P/ CONDULETE 1" x 1"	7609.00.00	R$ 1,04
4805	ADAPTADOR P/CAIXA BI/TRIFASICO	3917.40.90	R$ 1,10
11216	ADAPTADOR SM SC/APC	8544.70.90	R$ 0,00
9563	ADAPTADOR SUPORTE 3X1 PARA CONE	3926.90.90	R$ 8,00
7812	ADAPTADOR WIRELESS DUAL BAND USB AC 600M	8517.62.77	R$ 99,90
8702	ADAPTADOR WIRELESS N 300 MBPS USB MINI TP LINK	8517.62.77	R$ 54,90
10623	ADESIVO 100x51 ROLO 32 mts	4821.10.00	R$ 0,00
8412	ADESIVO 100x51 ROLO 40 mts	4821.10.00	R$ 17,90
8937	ADESIVO BRANCO FOSCO IMPRESSO 29X14CM C/CORTE RETO	3506.91.90	R$ 0,00
8414	ADESIVO BRANCO PLACA - CHAPA PS 2mm	4911.10.10	R$ 20,00
7418	ADESIVO CANAL DE COMUNICAÇÃO 3C  88 X6CM	4911.10.10	R$ 0,00
7882	ADESIVO IMANTADO LOGO ENEL 30A x 42L CM	4911.99.00	R$ 39,70
9099	ADESIVO LIVRE PARADA, 29,7 X 21 CM , COM CORTE RETO E VERNIZ  UV	3506.91.90	R$ 4,67
8938	ADESIVO LOGO 3C 7X7CM 4/1 CORES C/CORTE DE FACA ESPECIAL	3506.91.90	R$ 0,00
6145	ADESIVO LOGO CAM PARA VEÍCULO COM FORMATO 27X10CM	3506.10.10	R$ 0,00
9200	ADESIVO P LIXEIRAS (NAO RECICLAVEL)	4911.10.10	R$ 6,90
9201	ADESIVO P LIXEIRAS (PAPEIS)	4911.10.10	R$ 6,60
9202	ADESIVO P LIXEIRAS (PLÁSTICO)	4911.10.10	R$ 6,60
7421	ADESIVO P/ CAPACETE LOGO ENEL	4911.99.00	R$ 0,60
6555	ADESIVO P/ CESTO AÉREO FORMATO 45X64CM	4911.99.00	R$ 24,91
9199	ADESIVO PARA LIXEIRAS (METAL)	4911.10.10	R$ 6,60
7939	ADESIVO TRANSPARENTE SÍMBOLO 3C P/ VIDRO CARROS	3506.91.90	R$ 2,00
5624	ADESIVO VELOCIDADE MÁX. 80KM 20CM	3506.10.10	R$ 6,50
5918	ADESIVO VELOCIDADE MÁX. 80KM 50X11CM RETANGULAR	3506.10.10	R$ 5,80
5623	ADESIVO VELOCIDADE MÁX.80 KM 5CM	3506.10.10	R$ 2,00
9533	ADESIVOS	3921.13.90	R$ 220,00
10142	ADITIVO RADIADOR ( RADNAQ)	3820.00.00	R$ 0,00
10229	ADOÇANTE 200ML	2106.90.90	R$ 5,29
9923	ADR 3000 MONTREL BR00	9028.30.39	R$ 0,00
9924	ADR 5000 ANALISADOR TRIFASICO DE DESVIO E REGISTRO	9028.30.39	R$ 0,00
10110	ADR 5000 MONTREL - BR	9028.30.39	R$ 16.871,47
9050	ADR M2000 MONTREL  000	9028.30.39	R$ 3.122,37
8751	AGENDA ESPIRAL	4820.10.00	R$ 0,00
9185	ÁGUA DESMINERALIZADA BATERIA/RADIAD	2853.00.90	R$ 0,00
9529	ÁGUA SANITÁRIA - 5L	2828.90.11	R$ 13,00
8612	ÁGUA SANITÁRIA 2L	2828.90.11	R$ 2,55
9791	AGULHAO ISOLADO	7318.13.00	R$ 52,00
6389	ALARME DE INC. COM 12 SETORES 12V-COM BATERIA	8531.90.00	R$ 0,00
9262	ALAVANCA MACACO HIDRAULICO 69,5 CM	3926.30.00	R$ 0,00
11258	ALÇA PARA CABO CONCÊNTRICO BIPOLAR ALUM.16MM	7326.20.00	R$ 0,00
8126	ALCA PRE-FORM	7326.20.00	R$ 9,45
8128	ALCA PRE-FORM.1/0 AWG 50MM	7326.20.00	R$ 12,63
8132	ALCA PRE-FORM.2 AWG 25MM	7326.20.00	R$ 6,90
8130	ALCA PRE-FORM.6 AWG 10MM	7326.20.00	R$ 3,60
3724	ALÇA PREFORMADA AÇO 10MM² BIPOLAR CB /6MMAL - PM195813	7326.20.00	R$ 6,49
4513	ALÇA PREFORMADA AÇO 10MM² TRIPOLAR CB	7326.20.00	R$ 6,49
9181	ALÇA PREFORMADA AÇO P/CABO CONCENTRICO 16MM BIPOLAR	7326.20.00	R$ 0,00
4796	ALÇA PREFORMADA AÇO P/CABO CONCENTRICO 6MM² BIPOLAR DNQ-195	7326.20.00	R$ 6,49
4801	ALÇA PREFORMADA AÇO P/CABO PRE REUNIDO 25MM² DNQ1958	7326.20.00	R$ 7,21
4797	ALÇA PREFORMADA AÇO P/CABO PRE-REUNIDO 35MM² DNQ1958	7326.20.00	R$ 7,21
4800	ALÇA PREFORMADA AÇO P/CABO PRE-REUNIDO 50MM² DNQ1958	7326.20.00	R$ 10,89
4799	ALÇA PREFORMADA AÇO P/CABO PRE-REUNIDO 70MM² PM1958I13	7326.20.00	R$ 10,89
9745	ALCA,PREF,DIST,CU-NU,16MM2,7F,D73001,FPM	7419.99.90	R$ 0,00
4016	ALCOOL 70% 1 LITRO	2207.20.19	R$ 9,00
10193	ALCOOL 70% 2 LITROS	2207.20.19	R$ 13,50
9109	ALCOOL 90°	2207.20.19	R$ 5,00
8580	ALCOOL EM GEL SANITIZANTE P/ MÃOS 70º REFIL 800ML	2207.20.19	R$ 594,00
7434	ALCOOL ETÍLICO EM GEL DE 70º 500G LIMPEZA	2207.20.19	R$ 5,27
7277	ALCOOL ETÍLICO LÍQUIDO ATÉ 54% 500ML		R$ 4,55
8587	ALCOOL GEL 70º SANITIZANTE P/ MAOS 1L	2207.20.19	R$ 0,00
8588	ALCOOL GEL 70º SANITIZANTE P/ MAOS 5L	2207.20.19	R$ 33,32
8578	ALCOOL GEL 70º SANITIZANTE P/ MAOS PUMP 400ML	2207.20.19	R$ 5,79
8647	ALCOOL GEL 70º SANITIZANTE P/ MAOS PUMP 500ML	2207.20.19	R$ 11,50
8620	ALCOOL LÍQUIDO - 5 LITROS	2207.20.19	R$ 31,95
9277	ALCOOL LÍQUIDO 70º - 5L	2207.20.19	R$ 39,50
9401	ALCOOL LÍQUIDO DE 70º 1L P/ LIMPEZA	2207.20.19	R$ 6,59
8834	ALFINETE P/ MAPA	7319.40.00	R$ 5,95
5752	ALGODÃO 25 G	3005.90.90	R$ 0,00
8557	ALICATE	8462.91.19	R$ 0,00
8210	ALICATE	7320.90.00	R$ 35,00
10074	ALICATE AMPER DIG 0~400A 400~600VCA	8509.80.90	R$ 0,00
10075	ALICATE AMPER DIG 40~400A 600V	8203.20.10	R$ 0,00
9593	ALICATE AMPERIMETRO	8530.10.90	R$ 850,00
9546	ALICATE AMPERIMETRO CAT. 4 ET 3901 C/ CALIBRAÇÃO	9030.31.00	R$ 890,00
9911	ALICATE AMPERIMETRO DIGITAL	9030.31.00	R$ 830,00
9698	ALICATE AMPERÍMETRO ET 3200	9030.31.00	R$ 0,00
10007	ALICATE AMPIRIMETRO	9030.31.00	R$ 0,00
9539	Alicate Anperimetro+cabos ET3200 ns2009430	9030.31.00	R$ 0,00
9474	ALICATE BOMBA D' AGUA 10"	8203.20.10	R$ 67,00
3578	ALICATE BOMBA D'AGUA 12' COM ISOLAMENTO	8203.20.10	R$ 85,00
3629	ALICATE BOMBA D'AGUA 12POL ISOLADO 1000V	8203.20.10	R$ 0,00
4563	ALICATE BOMBA D'AGUA 9-1/2''	8203.20.10	R$ 0,00
6587	ALICATE BOMBA D'ÁGUA P/ TERMINAL ADP CB CONC.	8467.11.90	R$ 96,80
7731	ALICATE CORTA CABO DE AÇO 7.1/2''	8203.20.10	R$ 174,00
9337	ALICATE CORTA CABOS	8203.20.10	R$ 145,00
9346	ALICATE CORTA CABOS 7.1/2 AÇO FORJADO PLAST. VONDER	8203.20.10	R$ 172,22
9192	ALICATE CORTA SELO	8203.20.10	R$ 90,00
7320	ALICATE CORTE 8316-200 GEDORE	8203.20.10	R$ 0,00
3582	ALICATE CORTE C/CABO ISOLADO 1KV 6	8203.20.10	R$ 38,00
7734	ALICATE CRIMPAR RJ45	8203.20.10	R$ 100,72
9578	ALICATE DE AFERICAO	9030.31.00	R$ 0,00
3591	ALICATE DE BICO C/CABO ISOLADO 1KV TAMANHO 06	7320.90.00	R$ 38,00
3612	ALICATE DE COMPRESSÃO MD 6	8462.91.99	R$ 0,00
8660	ALICATE DE CORTE	7320.90.00	R$ 0,00
9470	ALICATE DE CORTE DIAGONAL ISOLADO 6"	8203.20.10	R$ 25,00
10321	ALICATE DE CRIMPAR CABO COAXIAL ANTENA Rg6 Rg59 TV	8203.20.10	R$ 34,81
9469	ALICATE DE PRESSAO 10	8462.91.99	R$ 35,00
10323	ALICATE DECAPADOR COM REGULAGEM UNIVERSAL PARA CABO DE REDE, CABO COAXIAL E OUTROS	8203.20.10	R$ 14,82
9779	ALICATE DESENCAPADOR DE FIOS 8"	8203.20.10	R$ 117,00
4864	ALICATE FUSINEC P/FIXAÇÃO DE FITA AÇO	8203.20.10	R$ 80,00
8363	Alicate Mult-amperímetro  - Fluke	9030.31.00	R$ 0,00
8362	Alicate Mult-amperímetro - Minipa	9030.33.29	R$ 0,00
9472	ALICATE P/ ABRAÇADEIRAS	8462.91.99	R$ 41,00
9893	ALICATE PARA CONECTOR PERFURANTE	8203.20.10	R$ 0,00
9625	ALICATE PERFURADOR 9"	8203.20.10	R$ 63,75
3615	ALICATE PRENSA TERMINAL MANUAL  P/CABO ATÉ 6MM	8203.20.10	R$ 227,26
7735	ALICATE PRENSA TERMINAL PARA FIOS E CABOS	8203.20.10	R$ 43,73
9774	ALICATE PRENSA TERMINAL PINO TUBULAR AP 054 VONDER	8203.20.10	R$ 185,00
9775	ALICATE PRENSA TERMINAL PRE-ISOLADO AP 056 VONDER	8203.20.10	R$ 180,00
9473	ALICATE REBITADOR	8462.91.99	R$ 48,00
9459	ALICATE TRAVA HOTMONIC. BICO CHATO	8708.99.90	R$ 0,00
8657	ALICATE UNIVERSAL 8" STARFER	8203.20.10	R$ 17,90
8284	ALICATE VERGALHÃO	8203.20.10	R$ 0,00
8869	Alicate Volt Amperímetro Digital FLUKE 376 FC.	9030.31.00	R$ 0,00
8564	ALICATE VOLT/AMEPRIMETRO	8203.20.10	R$ 0,00
7572	ALICATE Y-10-22 MANUAL MECÂNICO	8203.20.10	R$ 146,80
6625	ALICATE Y-35 P/ PRENSAR TERMINAL	8203.20.10	R$ 2.500,00
10267	ALIKATRO ISOLADO	8530.10.90	R$ 460,00
5235	ALMOFADA CARIMBO No4 AZ RADEZ		R$ 6,47
7620	ALMOFADA P/ CARIMBO AZUL (COMUM N° 3)		R$ 4,33
10187	ALMOFADA P/ CARIMBO PRETO N° 3	3215.19.00	R$ 5,90
6480	ALVEJANTE LÍQUIDO 5L	2828.10.00	R$ 6,20
7716	AMPERÍMETRO INDICADOR DIGITAL DE CORRENTE PARA PAINEL, CORRENTE CONTÍNUA	9030.33.29	R$ 491,00
9534	ANALISAD DESVIO REGIST 2000	9028.30.39	R$ 0,00
8078	ANALISADOR DE DESVIO DOS REGISTROS MEDIDORES DE ENERGIA MULTI 4000(ADR)	9028.30.39	R$ 0,00
8870	ANALISADOR DE ENERGIA RE7000/PT 72000146	9030.84.90	R$ 0,00
9048	ANALISADOR GRANDEZAS ELETRICAS P-600/IMS	9030.84.90	R$ 4.029,27
10143	ANEL DE AJUSTE	7318.22.00	R$ 0,00
10140	ANEL DE VED ESCAP	7616.10.00	R$ 0,00
10139	ANEL VEDAÇÃO	4016.93.00	R$ 0,00
9769	ANILHA IDENTIFICADOR DE CABO 0,5 A 6MM AMARELO C/100 - *TERRA*	3926.90.90	R$ 9,22
9758	ANILHA IDENTIFICADOR DE CABO 0,5 A 6MM AMARELO C/100 - Nº 0	3926.90.90	R$ 9,22
9759	ANILHA IDENTIFICADOR DE CABO 0,5 A 6MM AMARELO C/100 - Nº 1	3926.90.90	R$ 9,22
9760	ANILHA IDENTIFICADOR DE CABO 0,5 A 6MM AMARELO C/100 - Nº 2	3926.90.90	R$ 9,22
9761	ANILHA IDENTIFICADOR DE CABO 0,5 A 6MM AMARELO C/100 - Nº 3	3926.90.90	R$ 9,22
9762	ANILHA IDENTIFICADOR DE CABO 0,5 A 6MM AMARELO C/100 - Nº 4	3926.90.90	R$ 9,22
9763	ANILHA IDENTIFICADOR DE CABO 0,5 A 6MM AMARELO C/100 - Nº 5	3926.90.90	R$ 9,22
9764	ANILHA IDENTIFICADOR DE CABO 0,5 A 6MM AMARELO C/100 - Nº 6	3926.90.90	R$ 9,22
9765	ANILHA IDENTIFICADOR DE CABO 0,5 A 6MM AMARELO C/100 - Nº 7	3926.90.90	R$ 9,22
9766	ANILHA IDENTIFICADOR DE CABO 0,5 A 6MM AMARELO C/100 - Nº 8	3926.90.90	R$ 9,22
9767	ANILHA IDENTIFICADOR DE CABO 0,5 A 6MM AMARELO C/100 - Nº P	3926.90.90	R$ 9,22
9768	ANILHA IDENTIFICADOR DE CABO 0,5 A 6MM AMARELO C/100 - Nº R	3926.90.90	R$ 9,22
8803	ANILHA PARA CABOS ELÉTRICOS 2,5mm A 4mm Nº 0	3926.90.10	R$ 0,00
8804	ANILHA PARA CABOS ELÉTRICOS 2,5mm A 4mm Nº 1	3926.90.10	R$ 0,00
8805	ANILHA PARA CABOS ELÉTRICOS 2,5mm A 4mm Nº 2	3926.90.10	R$ 0,00
8806	ANILHA PARA CABOS ELÉTRICOS 2,5mm A 4mm Nº 3	3926.90.10	R$ 0,00
8807	ANILHA PARA CABOS ELÉTRICOS 2,5mm A 4mm Nº 4	3926.90.10	R$ 0,00
8808	ANILHA PARA CABOS ELÉTRICOS 2,5mm A 4mm Nº 5	3926.90.10	R$ 0,00
8809	ANILHA PARA CABOS ELÉTRICOS 2,5mm A 4mm Nº 6	3926.90.10	R$ 0,00
8810	ANILHA PARA CABOS ELÉTRICOS 2,5mm A 4mm Nº 7	3926.90.10	R$ 0,00
8811	ANILHA PARA CABOS ELÉTRICOS 2,5mm A 4mm Nº 8	3926.90.10	R$ 0,00
8812	ANILHA PARA CABOS ELÉTRICOS 2,5mm A 4mm Nº 9	3926.90.10	R$ 0,00
10660	Antena PX 11M Maria Mole 1/4 (B-2003P)	8517.12.11	R$ 0,00
11264	ANULAÇÃO DE FRETE	0000.00.00	R$ 263,20
3984	APAGADOR ANATÔMICO P/ QUADRO BRANCO	9603.90.00	R$ 6,50
10172	APARELHO DIGITAL, COM FUNO DE MEDIR ENERGIA ELTRICA, (cont. 1)	9028.30.11	R$ 0,00
8988	APARELHO DIGITAL, COM.FUNO DE MEDIR ENERGIA ELETRICA	9028.30.11	R$ 0,00
9014	APARELHO TRANSMISSOR ST6100 - SIDE CONNECTOR	8526.91.00	R$ 1.967,03
9826	APLICADOR DE SILICONE PISTOLA 9"	8424.20.00	R$ 40,00
9047	APLICADOR MANUAL DE FITA ADESIVA P/EMBALAGEM - 14LX6PX26A	8422.40.90	R$ 19,99
7055	APOIO ERGONÔMICO P/ OS PÉS C/ REGULAGEM-PRETO	3926.10.00	R$ 57,12
4010	APOIO PARA TECLADO ERGONÔMICO PRETO	4016.10.90	R$ 40,00
3768	APONTADOR PARA LÁPIS	8214.10.00	R$ 0,25
3922	ARAME GALVANIZADO 16 01KG - RL	8205.59.00	R$ 0,00
9124	ARCO DE ESCADA FECHADO	7308.40.00	R$ 78,40
9229	ARCO DE SERRA	8202.10.00	R$ 25,00
3630	ARCO DE SERRA P/LÂMINA DE 12"	8202.10.00	R$ 14,90
8286	ARCO DE SERRA P/LÂMINA DE 12"	8202.10.00	R$ 34,90
9582	ARGOLA PARA IÇAMENTO - CAP 2 TONELADAS	7318.13.00	R$ 0,00
6700	ARLA 32	3102.10.10	R$ 0,00
9729	ARMACAO	7616.99.00	R$ 0,00
4881	ARMAÇÃO SECUNDÁRIA DUPLA DED-0035R4	8479.89.99	R$ 7,50
8422	ARMARIO 2 PORTAS	9403.30.00	R$ 175,00
8423	ARMARIO ACO 2 PORTAS	9403.30.00	R$ 370,30
8424	ARMARIO BAIXO 2 PORTAS	9403.10.00	R$ 175,00
10166	ARMÁRIO DUAS PORTAS  1,7 x 0,6m	9403.30.00	R$ 656,00
8425	ARMARIO GAVETEIRO	9403.30.00	R$ 138,00
8426	ARMARIO VESTIARIO 8 PORTAS	9403.30.00	R$ 285,00
8591	AROMATIZADOR DE AMBIENTES	3307.49.00	R$ 14,90
8600	ARQUIVO MORTO	3923.10.90	R$ 2,25
9672	ARQUIVO MORTO - AZUL	3923.10.90	R$ 4,80
9673	ARQUIVO MORTO - VERMELHO	3923.10.90	R$ 7,80
9844	ARROZ - T1 1 KG	1006.30.21	R$ 4,49
10150	ARRUELA	7318.22.00	R$ 0,00
9293	ARRUELA 1 1/2"	7318.21.00	R$ 0,00
11156	ARRUELA ALUMINIO 1 POL P/ELETRODUTO	7609.00.00	R$ 0,00
11157	ARRUELA ALUMINIO 2 POL P/ELETRODUTO	7609.00.00	R$ 0,00
11161	ARRUELA ALUMINIO 3POL C/PARAFUSO	7609.00.00	R$ 0,00
11169	ARRUELA ALUMINIO 4POL P/ELETRODUTO	7609.00.00	R$ 0,00
10582	ARRUELA DE ALUMINIO 1 POL	7609.00.00	R$ 0,77
10592	ARRUELA DE ALUMINIO 2 POL	7609.00.00	R$ 1,54
3734	ARRUELA DE PRESSÃO	7318.21.00	R$ 0,03
10146	ARRUELA GUARDA PÓ	7320.90.00	R$ 0,00
11223	ARRUELA LISA 1 4	7318.22.00	R$ 0,00
11225	ARRUELA LISA 10MM	7318.22.00	R$ 0,00
10572	ARRUELA LISA 10MM	7318.22.00	R$ 16,34
11167	ARRUELA LISA 5/16 GALV ELETR	7318.22.00	R$ 0,00
11224	ARRUELA LISA 6MM	7318.22.00	R$ 0,00
10570	ARRUELA LISA 6MM	7318.22.00	R$ 5,44
10571	ARRUELA LISA 8MM	7318.22.00	R$ 9,98
11226	ARRUELA LISA 8MM	7318.22.00	R$ 0,00
10573	ARRUELA PRESSAO 10MM	7318.21.00	R$ 27,23
11233	ARRUELA PRESSÃO 10MM	7318.21.00	R$ 0,00
9748	ARRUELA,QUADRADA	7616.10.00	R$ 0,00
8221	AS 25 LEIS BIBLICAS PARA O SUCESSO	4901.99.00	R$ 0,00
8981	ATADURA DE CREPE 10 CM X 1,8M	3005.10.30	R$ 0,99
8982	ATADURA DE CREPE 15 CM X 1,8M	3005.10.30	R$ 1,82
8983	ATADURA DE CREPE 25CM X 1.8M	3005.10.30	R$ 6,94
9949	ATERRAMENTO P/ VEICULO DE LINHA VIVA	3916.90.90	R$ 950,00
9925	ATERRAMENTO PARA CABINE DE SUBESTAÇÃO	3916.90.90	R$ 1.250,00
9942	ATERRAMENTO PRIMARIO 3X1	3916.90.90	R$ 0,00
5186	ATERRAMENTO TEMPORÁRIO ALTA TENSÃO - 22KV COM 3 BASTÕES	3916.90.90	R$ 0,00
9926	ATERRAMENTO TEMPORÁRIO DA REDE PRIMÁRIA MONOFÁSICA	3916.90.90	R$ 0,00
5187	ATERRAMENTO TEMPORÁRIO REDE SECUNDÁRIA BT COM 4 BASTÕES DE 300MM	3916.90.90	R$ 0,00
9683	ATERRAMENTO VEICULAR	3916.90.90	R$ 275,00
8489	ATLAS MASCARA DE FELTRO COM VALVULA	6307.90.10	R$ 7,50
8492	ATLAS ROLO ESPUMA CINZA 9CM	9603.40.10	R$ 6,00
8488	ATLAS TRINCHA 319-2	9603.40.90	R$ 8,60
8055	AUTO TRANSFORMADOR TRIFÁSICO A SECO 15Kva	8504.32.21	R$ 0,00
10311	BABY LOOK GOLA POLO - MANGA CURTA - PRETO/LARANJA - TAM G	6206.90.00	R$ 56,78
10310	BABY LOOK GOLA POLO - MANGA CURTA - PRETO/LARANJA - TAM M	6206.90.00	R$ 56,78
10313	BABY LOOK GOLA POLO - MANGA CURTA - PRETO/ROYAL - TAM G	6206.90.00	R$ 56,78
10312	BABY LOOK GOLA POLO - MANGA CURTA - PRETO/ROYAL - TAM M	6206.90.00	R$ 56,78
10315	BABY LOOK GOLA POLO - MANGA CURTA - PRETO/VERDE - TAM G	6206.90.00	R$ 0,00
10314	BABY LOOK GOLA POLO - MANGA CURTA - PRETO/VERDE - TAM M	6206.90.00	R$ 0,00
8433	BAFOMETRO MOD ALCOSTOP A	9027.80.99	R$ 1.770,00
9730	BAINHA P/ FACA CURVA	8211.93.90	R$ 7,75
9772	BAINHA PARA FACÃO 18"	8211.93.90	R$ 13,75
7131	BALACLAVA	6217.10.00	R$ 90,00
7975	BALACLAVA FORA DO PADRÃO		R$ 60,00
8187	BALANÇA	8423.90.10	R$ 0,00
10199	BALANÇA DIGITAL TOLEDO 9094 PLUS 6kg 100V/240V BRANCO	8423.90.10	R$ 1.126,50
9679	BALANÇA SUSPENSA 2000KG	8423.81.90	R$ 0,00
10382	BALDE - 15 L	3924.90.00	R$ 8,99
9308	BALDE DE ÓLEO 15/40	2710.19.32	R$ 313,70
10281	BALDE GRANDE	4202.29.00	R$ 0,00
8176	BALDE GRANDE 20L	3924.90.00	R$ 7,50
3577	BALDE LONA IMPERME Nº 10 VERDE FDS COURO	6307.90.90	R$ 35,00
10282	BALDE PEQUENO	4202.29.00	R$ 0,00
7078	BALDE PLÁSTICO TAM. GRANDE	3924.90.00	R$ 2,40
8906	BALUN CONVERSOR XBP 401	8504.31.99	R$ 35,85
8543	BALUN PASSIVO INTELBRÁS XBP-402	8504.31.99	R$ 36,30
8400	BANCO COPA	9403.30.00	R$ 168,00
8986	BANDAGEM TRIANGULAR - M	9021.10.20	R$ 8,80
9421	BANDEIRA DE SINALIZAÇÃO P/ ATERRAMENTO	3926.20.00	R$ 0,00
5935	BANDEIROLA DE SINALIZAÇÃO PADRÃO ENEL	3926.20.00	R$ 10,00
9792	BANDEIROLA PARA ESCADA C/ LOGO ENEL	6307.90.90	R$ 18,00
11176	BANDEJA FIXA 250MM PROFUNDIDADE	8517.70.91	R$ 0,00
10506	BANDEJA P/ ACOMODACAO DE CABO OPTICO 19° 1U	8517.70.91	R$ 15,90
8577	BANQUETA ISOLADA P/ OPERAÇÃO DE GUINDAUTO	8547.90.00	R$ 380,00
7990	BANQUETA ISOLADA PARA BAIXA TENSÃO	7019.90.90	R$ 680,00
10508	BARBANTE ENCERADO N5	3921.90.90	R$ 32,90
11177	BARBANTE ENCERADO N5	3921.90.90	R$ 0,00
9125	BARRA DE LIGACAO 2000MM	7308.40.00	R$ 42,80
4872	BARRA DE SOLDA 60X40 100G	8003.00.00	R$ 0,24
11221	BARRA P/NEUTRO ISOLADO 37PONTOS 150/225 A 525	8538.10.00	R$ 0,00
8196	BARRA PH1 & PH3 DVBB50X8X2350 3P-3P;	9030.39.90	R$ 0,00
4882	BARRA ROSQUEÁVEL DE 5/8 X 1M	7318.13.00	R$ 11,73
3744	BARRA SUPERIOR DE FIXAÇAO DOS MODULOS DE METAL 484mmx50mm	8538.90.90	R$ 11,71
9217	BARRAMENTO	8538.90.90	R$ 756,00
4900	BARRAMENTO BIFÁSICO REF.DED1841 - VERSÃO OBSOLETA	8538.90.90	R$ 23,38
3773	BARRAMENTO DE FASE C/ ISOLAMENTO	8538.90.90	R$ 32,09
8218	BARRAMENTO DE NEUTRO (AZUL)	8538.90.90	R$ 7,00
3772	BARRAMENTO DE NEUTRO 484MM X 9,5 X 9,5MM	8538.90.90	R$ 50,00
8219	BARRAMENTO DE TERRA (VERDE)	8538.90.90	R$ 8,00
4153	BARRAMENTO DE TERRA/NEUTRO BRG N/T7 C/SUPORTE TB	8538.90.90	R$ 0,00
8222	BARRAMENTO TRIFÁSICO PARA 28 POSIÇÕES 100A	8538.90.90	R$ 136,26
8223	BARRAMENTO TRIFÁSICO PARA 34 POSIÇÕES 150A	8538.90.90	R$ 163,65
8224	BARRAMENTO TRIFÁSICO PARA 56 POSIÇÕES 225A	8538.90.90	R$ 375,26
4901	BARRAMENTO TRIFÁSICO REF.DED1842R2 - VERSÃO OBSOLETA	8538.90.90	R$ 24,56
8346	BARRICA DE MASSA	3209.10.10	R$ 39,00
3923	BASE COMPLETA C/FUSÍVEL RETARDADO PORCELANA	8205.59.00	R$ 25,00
10113	BASE DE RECARGA TD-5P	3926.90.90	R$ 78,11
8902	BASE DE TROCA (COMPRESSOR/CABEÇOTE)	8414.90.33	R$ 2.100,00
8785	BASE FORMA 9S EKS (BASE+SELOEKS9S)	9030.90.90	R$ 0,00
8179	BASE FORMA 9S EKS MONTADA COM O ANEL SEL;	9030.90.90	R$ 0,00
4048	BASE FORMA 9S EKS MONTADA COM O ANEL SEL;	9030.90.90	R$ 460,00
9709	BASE MAGNETICA P/ CAMERA	8505.11.00	R$ 192,06
9005	BASE PLASTICA IDP 680-280	8529.10.90	R$ 67,83
9803	BASTÃO DE COLA QUENTE	3505.20.00	R$ 13,60
9357	BASTÃO DE MANOBRA P/ LINHA VIVA3,2m C/ BOLSA	8205.59.00	R$ 0,00
8508	BASTAO DE SALVAMENTO BSR-01	8547.20.90	R$ 200,00
9941	BASTAO P RESGATE	7326.90.90	R$ 0,00
5183	BASTÃO PARA GRAMPO DE LINHA VIVA 32X3190MM COM BOLSA	3916.90.90	R$ 0,00
8798	BATE RODAS 1M COMPR. X 17CM BASE X 13CM ALTURA	6810.91.00	R$ 95,00
8753	BATERIA 24V 324A	8507.20.10	R$ 6.090,00
8439	BATERIA 3,0V PASTILHA LITHIUM CR-2032	8506.50.10	R$ 4,43
5251	BATERIA 4250 1/2 AA 3.6V LITHIUM - DIÂM.14MM X ALT.25MM	8506.90.00	R$ 1.260,00
9446	BATERIA 48 VOLTS	8507.20.90	R$ 13.000,00
10487	BATERIA 7A 12V RECARREGÁVEL SELADA P/	8506.80.10	R$ 70,11
