MATERIAL	DESCRIÇÃO	UNID	TIPO DE MATERIAL	TEM CA?
6771	LACRE TRANK 4 S/ RABICHO C/ ARAME - VERDE	UNID	OUTROS	-
6788	CHAVE TORX ISOLADA 1KV T15	UNID	EPI/EPC/FERRAMENTAL	NÃO
6790	LÂMPADA FLUORESCENTE HO 110W	UNID	OUTROS	-
6791	PAPEL HIGIÊNICO ROLÃO C/ 8 UNIDS	PCT	OUTROS	-
6792	SACO DE PANO P/ LIMPEZA TAM. G	UNID	OUTROS	-
6793	LÃ DE AÇO (BOMBRIL)	PCT	OUTROS	-
6796	TECLADO P/ USB COR PRETO	UNID	ESCRITÓRIO	-
6797	PROJETOR SUPER LED 100W LUZ BRANCA - (P/ USO EXTERNO)	UNID	OUTROS	-
6976	LANTERNA LED P/ CAPACETE	UNID	OUTROS	-
6980	PAPEL TOALHA 20CM ROLÃO	PCT	OUTROS	-
6982	CARREGADOR VEICULAR MULTIUSO 12X1 USB UNIVERSAL	UNID	OUTROS	-
6983	ADAPTADOR E LEITOR DE CARTÃO DE MEMÓRIA USB/SD	UNID	OUTROS	-
6984	"ADESIVO ""LOGO 3C"" P/ VEÍCULO C/ FORMATO 31,5X17CM"	UNID	OUTROS	-
6989	CAPA DE LONA P/ LANÇA 0,75 X 2,30CM	UNID	OUTROS	-
6998	BATERIA P/ NOTEBOOK HP HSTNN-UB69	UNID	OUTROS	-
7007	CANELEIRA RS BIDIN C/ 3 LÂMINAS POLIP. C/ VELCRO	PAR  	EPI/EPC/FERRAMENTAL	NÃO
7008	GRAMPO P/GRAMPEADOR 26/06 CX C/5000 UNID.-COBREADOS	CX	ESCRITÓRIO	-
7017	MULTIUSO LIMPADOR DE USO GERAL 500ML	UNID	OUTROS	-
7018	"ADESIVO ""MANUTENÇÃO 24H"" FORMATO 80 X 10CM"	UNID	OUTROS	-
7024	ÓCULOS CINZA MSA - SPARROW	UNID	EPI/EPC/FERRAMENTAL	SIM
7026	INCLINÔMETRO DIGITAL	UNID	OUTROS	-
7029	AMORTECEDOR DE PORTA MALAS-KOMBI	PÇ	OUTROS	-
7035	ALICATE TERRÔMETRO ET4310-MINIPA	UNID	OUTROS	-
7036	SMARTPHONE ALCATEL OT-4009I PIXI 3 3,5 DUAL PRETO	UNID	OUTROS	-
7047	MICRO RETIFICA DREMEL 4000 175W 127V C/ 36 ACESSÓRIOS + 3 ACOPLAMENTOS	UNID	EPI/EPC/FERRAMENTAL	NÃO
7050	JALECO P/ VISITANTE COR CINZA TAM.P	PEÇA	OUTROS	-
7051	JALECO P/ VISITANTE COR CINZA TAM.M	PEÇA	OUTROS	-
7052	JALECO P/ VISITANTE COR CINZA TAM.G	PEÇA	OUTROS	-
7055	APOIO ERGONÔMICO P/ OS PÉS C/ REGULAGEM-PRETO	UNID	ESCRITÓRIO	-
7056	MOUSE PAD C/ APOIO DE PULSO EM GEL - PRETO	UNID	ESCRITÓRIO	-
7057	CONTATOR 32A CWM32-00-30V26 - WEG	PEÇA	OUTROS	-
7060	CÂMERA FILMADORA VEICULAR HD DVR VISÃO NOT.E VISOR LCD	UNID	OUTROS	-
7061	CORDA DE LINHA VIVA 12MM - ROLO C/ 40 METROS	ROLO	EPI/EPC/FERRAMENTAL	NÃO
7064	BOTA SEGURANÇA P/ELETRICISTA TAMANHO 47-EPI	PAR  	EPI/EPC/FERRAMENTAL	SIM
7065	"PLACA DE SINALIZAÇÃO 20 X 30CM ""PROIBIDO FUMAR"""	UNID	OUTROS	-
7069	CHAVE ALAVANCA ON - 6 TERMINAIS	UNID	OUTROS	-
7070	LED BICOLOR 5MM - VERMELHO/VERDE	UNID	OUTROS	-
7071	SUPORTE P/ LED - 5MM	UNID	OUTROS	-
7072	CABO MANGA MULTIVIAS/6 VIAS AWG 26 PALHA SEM BLINDAGEM	METRO	OUTROS	-
7073	"ADESIVO ""PREVENÇÃO DE RISCOS DE ACIDENTES"" REDONDO 18X18CM"	UNID	OUTROS	-
7074	"BANNER ""POLÍTICA DO SIST. DE GESTÃO"" 80 X 1,40"	UNID	OUTROS	-
7077	VASSOURA PIAÇAVA C/ CHAPA	UNID	OUTROS	-
7078	BALDE PLÁSTICO TAM. GRANDE	UNID	OUTROS	-
7079	COLA BASTÃO 20GR	UNID	ESCRITÓRIO	-
7082	FLANELA P/ LIMPEZA 28X28CM	UNID	OUTROS	-
7085	TINTA REFIL P/ECOTANK T664120AL EPSON PT1 UN-PRETO	UNID	OUTROS	-
7089	FONTE ATX 450W REAL	PÇ	OUTROS	-
7090	HD INTERNO SATA WESTERN DIGITAL 500GB	PÇ	OUTROS	-
7094	MACACÃO APICULTOR RETARDANTE A CHAMAS, P.ENEL-TAM.XG	UNID	EPI/EPC/FERRAMENTAL	SIM
7111	GPS MULTILASER TRACKER III GP034	UNID	ESCRITÓRIO	-
7116	FITA REFLET P/ SINALIZ OU ISOLAM DE AREA-ENEL	ROLO	EPI/EPC/FERRAMENTAL	NÃO
7127	CAIXA D'ÁGUA 10.000LT EM POLIETILENO	UNID	OUTROS	-
7131	BALACLAVA	UNID	EPI/EPC/FERRAMENTAL	SIM
7132	PLACA DE ESTAC. C/ GANCHO P/ RETROVISOR-PVC 3MM	UNID	OUTROS	-
7147	OCULOS SOBREPOR CINZA SPEC2001 OTC/UVEX-EPI	UNID	EPI/EPC/FERRAMENTAL	SIM
7176	BATERIA AUTOMOTIVA 100 AH CASCO ALTO	PÇ	OUTROS	-
7188	LIXEIRA COM PEDAL 60 LITROS	UNID	OUTROS	-
7190	LONA PLÁSTICA 8X1MT PRETA	METRO	OUTROS	-
7194	BATERIA P/ PISTOLA TENSÃO 5,2 VCC CORRENTE 0,6 CC	UNID	OUTROS	-
7215	LIXEIRA COM PEDAL 20 LITROS	UNID	OUTROS	-
7233	PROTET/BLOQUEADOR SOLAR REF.FPS 60-EPI	UNID	EPI/EPC/FERRAMENTAL	NÃO
7236	GRAMPO P/GRAMPEADOR 23/13 CX C/1000 UNID.-GALVANIZADO	CX	ESCRITÓRIO	-
7252	BATERIA UPS 8 ,15 kVA, 230/400V P/ NOBREAK EATON POWER WARE	UNID	OUTROS	-
7300	PORTA CORTA FOGO 900X2090MM CL. P60	UNID	OUTROS	-
7315	MINI SERRA MULTIUSO-KIT DREMEL SAW-MAX	UNID	EPI/EPC/FERRAMENTAL	NÃO
7319	CONTEINER P/ LIXO 1000L	UNID	OUTROS	-
7320	ALICATE CORTE 8316-200 GEDORE	UNID	EPI/EPC/FERRAMENTAL	NÃO
7333	ENVELOPE OFÍCIO 114X229 S/RPC C/ 1000 UNID	UNID	ESCRITÓRIO	-
7334	KIT P/ FROTA C/ LOGO ENEL E 05 ADESIVOS	KIT	OUTROS	-
7337	"MONITOR 19,5"" LED LG"	UNID	OUTROS / CAM	-
7338	"MONITOR 21,5"" LED LG"	UNID	OUTROS / CAM	-
7339	ESTABILIZADOR APC 300VA MONO115	UNID	OUTROS / CAM	-
7343	PAPEL GLOSSY 150GR A4 50 FLS MULTILASER	RESMA	ESCRITÓRIO	-
7348	ROTEADOR EA6200-BR GIGABIT WI-FI AC 1200MBPS DUAL-BAND	UNID	OUTROS	-
7349	FURADEIRA E PARAFUSADEIRA A BATERIA	UNID	EPI/EPC/FERRAMENTAL	NÃO
7350	INVERSOR PORTATIL P/ AUTOS 12/220V 110V 300W	UNID	OUTROS	-
7351	CABO USB SERIAL TRENDNET TU-S9	UNID	OUTROS	-
7354	QUADRO BRANCO MAGNÉTICO 90X60	UNID	OUTROS	-
7394	ISOLADOR FENOLITE AT, 49X25X11MM (MESA NANSEN)	PÇ	OUTROS	-
7395	"TALABARTE DUPLO ""Y"" COM ABSORVEDOR DE ENERGIA"	UNID	EPI/EPC/FERRAMENTAL	SIM
7396	DESCENSOR AUTO BLOCANTE P/CORDA	UNID	EPI/EPC/FERRAMENTAL	NÃO
7402	KIT DE TALA P/ IMOBILIZAÇÃO C/ VELCRO (PP/P/M/G)	UNID	OUTROS / CAM	-
7403	COLAR CERVICAL P/ RESGATE C/ AJUSTE	UNID	OUTROS / CAM	-
7404	IMOBILIZADOR DE CABEÇA RESGATE - AJUSTÁVEL	UNID	OUTROS / CAM	-
7412	PAPEL TOALHA EM ROLO 20CM X 200M	ROLO	OUTROS	-
7413	TOALHEIRO EM ROLO C/ DISPENSER MECÂNICO	UNID	OUTROS	-
7418	ADESIVO CANAL DE COMUNICAÇÃO 3C  88 X6CM	UNID	OUTROS	-
7433	SMARTPHONE SAMSUNG GALAXY-J7 PRIME	UNID	OUTROS / CAM	-
7434	ALCOOL ETÍLICO EM GEL DE 54% 500G	UNID	ESCRITÓRIO	-
7438	ENVELOPE BRANCO 114X229 C/ 100 JANELA C/ TRANSPARECIA	BL	OUTROS / CAM	-
7440	BOTTON METAL NIQUEL C/ RESINA (BRIGADA DE INCÊNDIO)	UNID	OUTROS / CAM	-
7442	LUVA LATEX AMARELA	PAR  	EPI/EPC/FERRAMENTAL	NÃO
7443	PÁ DE LIXO DE PLÁSTICO CABO LONGO	UNID	OUTROS / TERCEIROS	-
7444	CORDÕES ABSORVENTES	UNID	OUTROS / CAM	-
7445	MANTAS ABSORVENTES	UNID	OUTROS / CAM	-
7448	COLETOR DE PILHAS E BATERIAIS	UNID	OUTROS / CAM	-
7449	ESCOVA DE AÇO	UNID	OUTROS / CAM	-
7450	"LUVA DE SEGURANÇA MAXITHERM 9"" TAM. M DANNY DA-24202"	PAR  	EPI/EPC/FERRAMENTAL	SIM
7463	SMARTPHONE LG K10 DUAL TV K430	UNID	OUTROS / CAM	-
7464	CÂMERA DIGITAL BINÓCULO LCD 2	UNID	OUTROS / CAM	-
7465	TRENA ANALÓGICA COM RODA 10 KM	UNID	OUTROS / CAM	-
7466	TRENA À LASER 0,05 A 70MTS - VD 770	UNID	OUTROS / CAM	-
7517	ESCALA RINGELMANN	UNID	OUTROS / CAM	-
7518	GIROFLEX LUZ DE EMERGÊNCIA 12V C/ IMÃ SINALIZADOR	UNID	OUTROS / CAM	-
7530	CAMISA C/ BOLSO E GOLA BARBATANA E MARTINGALE TAM.P- FEMININA	UNID	OUTROS / CAM	-
7531	CAMISA C/ BOLSO E GOLA BARBATANA E MARTINGALE TAM.M-FEMININA	UNID	OUTROS / CAM	-
7532	CAMISA C/ BOLSO E GOLA BARBATANA E MARTINGALE TAM.G-FEMININA	UNID	OUTROS / CAM	-
7533	CAMISA C/ BOLSO E GOLA BARBATANA E MARTINGALE TAM.GG-MASCULINA	UNID	OUTROS / CAM	-
7537	TRAVESSEIRO ABSORVENTE 45CM X 45CM 5 CM	UNID	OUTROS / CAM	-
7539	SACO DE TURFA	UNID	OUTROS / CAM	-
7559	CAIXA PAPELÃO TRIPLEX 430X320X260MM C/ DIV.HORIZONTAL	UNID	OUTROS / CAM	-
7560	CAIXA PAPELÃO TRIPLEX 420X340X250MM 02 DIV.HORIZONTAL	UNID	OUTROS / CAM	-
7561	CAIXA PAPELÃO TRIPEX 540X540X210	UNID	OUTROS / CAM	-
7562	CAIXA PAPELÃO TRIPLEX 490X380X320MM C/ DIV.HORIZONTAL	UNID	OUTROS / CAM	-
7563	CAIXA PAPELÃO TRIPLEX 430X320X260MM C/ DIV.HORIZONTAL	UNID	OUTROS / CAM	-
7572	ALICATE Y-10-22 MANUAL MECÂNICO	UNID	EPI/EPC/FERRAMENTAL	NÃO
7585	CAIXA PAPELÃO TRIPEX 550X370X250	UNID	OUTROS / CAM	-
7586	CAMISA C/ BOLSO E GOLA BARBATANA E MARTINGALE TAM.M-MASCULINA	UNID	OUTROS / CAM	-
7587	CAMISA C/ BOLSO E GOLA BARBATANA E MARTINGALE TAM.G-MASCULINA	UNID	OUTROS / CAM	-
7589	SCANNER PORTÁTIL DE MÃO WIRELESS ALTA RESOLUÇÃO USB	UNID	OUTROS / CAM	-
7609	CAMISA SOCIAL MANGA LONGA AZUL ESCURO XG	UNID	EPI/EPC/FERRAMENTAL	NÃO
7610	CONVERSOR DE HDMI PARA VGA	UNID	OUTROS / CAM	-
7611	CORDÃO DIGITAL COM TRAVA DE SEGURANÇA E PRENDEDOR	UNID	OUTROS / CAM	-
7624	SMARTPHONE SAMSUNG GALAXY J7 NEO	UNID	OUTROS / CAM	-
7630	EXPOSITOR A4 CRISTAL	UNID	OUTROS / CAM	-
7631	EXPOSITOR A3 CRISTAL	UNID	OUTROS / CAM	-
7660	REMOVEDOR DE GRAMPO PLÁSTIVO 29X7 MM ( PÉ DE CABRA)	UNID	EPI/EPC/FERRAMENTAL	NÃO
7689	BATERIA P/ NOTEBOOK ( POSITIVO) MODELO W547 BAT	UNID	OUTROS / CAM	-
7690	SACO DE LIXO DE 100 LITROS UNIDADE	UNID	OUTROS / CAM	-
7703	ROÇADEIRA A GASOLINA 2T 24,5CC EM2500 UG	UNID	OUTROS / CAM	-
7712	ÓCULOS DE PROTEÇÃO LENTES CINZA 3.0 JAGUAR - KALIPSO	UNID	EPI/EPC/FERRAMENTAL	SIM
7713	ESTABILIZADOR SMS REVOLUTION SPEEDY 115V 300VA USP300S 115 16520	UNID	OUTROS / CAM	-
7721	CRACHÁ PLÁSTICO 7X10 CM HORIZONTAL	UNID	ESCRITÓRIO	-
7726	TONNER IMPRESSORA SENDUNG EXPRESS M2020W	UNID	ESCRITÓRIO	-
7730	CABO CONVERSOR SERIAL RS232 PARA USB 66CM	UNID	OUTROS / CAM	-
7731	ALICATE CORTA CABO DE AÇO 7.1/2''	UNID	EPI/EPC/FERRAMENTAL	NÃO
7733	TESTADOR DE CABOS DE REDE UTP/STP RJ45	UNID	EPI/EPC/FERRAMENTAL	NÃO
7734	ALICATE CRIMPAR RJ45	UNID	EPI/EPC/FERRAMENTAL	NÃO
7735	ALICATE PRENSA TERMINAL PARA FIOS E CABOS	UNID	EPI/EPC/FERRAMENTAL	NÃO
7739	LÂMPADA LED TUBULAR 20W 6500K 1,20MT	UNID	OUTROS / CAM	-
7746	CAPA DE LINER RITZ	UNID	OUTROS / CAM	-
7813	MANGUEIRA DE INCÊNDIO 1.1/2 15MT TIPO 2	UNID	OUTROS	-
7822	SMARTPHONE SAMSUNG GALAXY J6 PLUS	UNID	OUTROS / CAM	-
7826	ADAPTADOR DE REDE USB P/ RJ45	UNID	OUTROS / CAM	-
7830	"ADESIVO ""LOGO 3C NOVA"" P/ VEÍCULO C/ FORMATO 31,5X17CM"	UNID	OUTROS / CAM	-
7876	CANECA EM ALUMINIO 350 ML	UNID	OUTROS	-
7881	REFIL DE TINTA PRETA IMPRESSORA EPSON L805	UNID	OUTROS / CAM	-
7882	ADESIVO IMANTADO LOGO ENEL 30X42 CM	UNID	OUTROS / CAM	-
7883	KIT FROTA NOVO C/ LOGO ENEL C/ 4 ADESIVOS	KIT	OUTROS / CAM	-
7885	"ADESIVO ""EMERGÊNCIA"" FORMATO 80X20 CM"	UNID	OUTROS / CAM	-
7912	SAPATA PARA ESCADA SINGELA	UNID	EPI/EPC/FERRAMENTAL	NÃO
7939	ADESIVO TRANSPARENTE SÍMBOLO 3C P/ VIDRO CARROS	UNID	OUTROS / CAM	-
7952	REFIL DE TINTA COLORIDA CIANO IMPRESSORA EPSON L805	UNID	ESCRITÓRIO	-
7959	REFIL DE TINTA COLORIDA MAGENTA IMPRESSORA EPSON L805	UNID	ESCRITÓRIO	-
7960	REFIL DE TINTA COLORIDA MAGENTA LIGHT IMPRESSORA EPSON L805	UNID	ESCRITÓRIO	-
7961	REFIL DE TINTA COLORIDA CIANO LIGHT IMPRESSORA EPSON L805	UNID	ESCRITÓRIO	-
7962	REFIL DE TINTA COLORIDA YELLOW IMPRESSORA EPSON L805	UNID	ESCRITÓRIO	-
7965	SUPORTE PARA MONITOR C/ 2 GAVETAS PRETO/BRANCO	UNID	ESCRITÓRIO	-
7983	BIT FENDA SL6 LONGO 100MM 2 PONTAS 111-0036 MAKITA	UNID	EPI/EPC/FERRAMENTAL	NÃO
7984	BIT PHILLIPS PH2 LONGO 100MM 11-0024 MAKITA	UNID	EPI/EPC/FERRAMENTAL	NÃO
7985	BIT ALLEN 4MM LONGO 100MM COM 2 PONTAS 111-0030	UNID	EPI/EPC/FERRAMENTAL	NÃO
7989	CAMISA MALHA AZUL MESCLA 100% ALG.''3C'' TAM. G	UNID	EPI/EPC/FERRAMENTAL	NÃO
7991	MOSQUETOES  TIPO PERA (TRIPLA TRAVA)	UNID	EPI/EPC/FERRAMENTAL	NÃO
7994	LUVA DE COBERTURA P/LUVA DE BORRACHA-EPI TAM. P	PAR  	EPI/EPC/FERRAMENTAL	SIM
7996	"CAMISA MALHA AZUL MESCLA 100% ALG.""3C"" TAM.M"	UNID	OUTROS	-
7997	CAMISA MALHA AZUL MESCLA 100% ALG.''3C'' TAM. P	UNID	EPI/EPC/FERRAMENTAL	NÃO
8003	CAIXA DE ABRIGO DE MANGUEIRAS  70X50X25	UNID	OUTROS	-
8005	CAMISA POLO FEMININA ADM TAM. P	UNID	EPI/EPC/FERRAMENTAL	NÃO
8006	CAMISA POLO FEMININA ADM TAM. M	UNID	EPI/EPC/FERRAMENTAL	NÃO
8007	CAMISA POLO FEMININA ADM TAM.G	UNID	OUTROS	-
8008	CAMISA POLO FEMININA ADM TAM.GG	UNID	OUTROS	-
8009	CAMISA POLO FEMININA ADM TAM.XG	UNID	OUTROS	-
8010	CAMISA POLO MASCULINA ADM TAM. P	UNID	EPI/EPC/FERRAMENTAL	NÃO
8011	CAMISA POLO MASCULINA ADM TAM. M	UNID	EPI/EPC/FERRAMENTAL	NÃO
8012	CAMISA POLO MASCULINA ADM TAM.G	UNID	OUTROS	-
8013	CAMISA POLO MASCULINA ADM TAM.GG	UNID	OUTROS	-
8014	CAMISA POLO MASCULINA ADM TAM.XG	UNID	OUTROS	-
8015	CAMISA POLO MASCULINA ADM TAM.XXG	UNID	OUTROS	-
8016	CAMISA POLO VERDE DEGRADE TÉC. SEG M	UNID	OUTROS	-
8017	CAMISA POLO VERDE DEGRADE TÉC. SEG G	UNID	OUTROS	-
8018	CAMISA POLO VERDE DEGRADE TEC. SEG GG	UNID	OUTROS	-
8019	CAMISA SOCIAL DE MANGA CURTA PORTARIA M	UNID	OUTROS	-
8020	CAMISA SOCIAL DE MANGA CURTA PORTARIA G	UNID	OUTROS	-
8024	CAMISA MALHA AZUL MESCLA 100% ALG.''3C'' TAM. GG	UNID	EPI/EPC/FERRAMENTAL	NÃO
8035	SUGADOR DE SOLDA	UNID	EPI/EPC/FERRAMENTAL	NÃO
8036	PINCEL SEDA 1''	UNID	OUTROS	-
8038	CABO SERIAL DB9 MACHO E FÊMEA 10 METROS	UNID	OUTROS	-
8041	CABO UTP CAT 5E BLINDADO - 10 METROS	UNID	OUTROS	-
8051	SPRAY LUBRIFICANTE LATA	UNID	OUTROS	-
8054	CABO HDMI COM 10 M	UNID	OUTROS	-
8062	SMARTPHONE SAMSUNG GALAXY A20	UNID	OUTROS	-
8089	LAMPADA CAMARÃO	UNID	OUTROS	-
8090	LAMPADA 67 5W	UNID	OUTROS	-
8091	LAMPADA 69 4W	UNID	OUTROS	-
8092	LAMPADA TORPEDO	UNID	OUTROS	-
8093	LAMPADA UM POLO	UNID	OUTROS	-
8094	LAMPADA DOIS POLOS	UNID	OUTROS	-
8095	LAMPADA AMARELA PINO Y	UNID	OUTROS	-
8096	LAMPADA H4	UNID	OUTROS	-
8097	LAMPADA H1	UNID	OUTROS	-
8098	LAMPADA H7	UNID	OUTROS	-
8100	CARTAO DE MEMORIA SD CARD / CLASSE 10 / 64 GB	UNID	OUTROS	-
8101	ESPUMA EXPANSIVA	UNID	OUTROS	-
8102	BUSSOLA PARABÓLICA DE MÃO	UNID	OUTROS	-
8103	CONJUNTO DE CHAVES DE PRECISÃO	UNID	OUTROS	-
8104	CHAVE COMBINADA CATRACA 9mm	UNID	EPI/EPC/FERRAMENTAL	NÃO
8105	ESCADA EXTENSIVA 4,8M	UNID	EPI/EPC/FERRAMENTAL	NÃO
8106	CHAVE COMBINADA CATRACA 11mm	UNID	EPI/EPC/FERRAMENTAL	NÃO
8107	CHAVE COMBINADA CATRACA 15mm	UNID	EPI/EPC/FERRAMENTAL	NÃO
8109	EXTENSÃO 127v 5m 10A C/ 3 TOMADAS	UNID	OUTROS	-
8110	CHAVE CANHÃO 07mm - NÃO ISOLADA	UNID	EPI/EPC/FERRAMENTAL	NÃO
8111	CABO HDMI COM 10 METROS	UNID	OUTROS	-
8114	CAMISA SOCIAL DE MANGA CURTA PORTARIA GG	UNID	OUTROS	-
8115	"CAMISA MALHA AZUL MESCLA 100% ALG.""3C"" TAM.XG"	UNID	OUTROS	-
8124	PRENSA CABO PRETO REDONDO 1'' BSP	UNID	OUTROS	-
8125	CINTA BAP 800 C/PARAF.	UNID	OUTROS	-
8126	ALCA PRE-FORM.1 AWG 35MM	UNID	OUTROS	-
8127	FITA ISOLANTE 3M IMPERIAL 18MM X 20M PRETA	UNID	OUTROS	-
8128	ALCA PRE-FORM.1/0 AWG 50MM	UNID	OUTROS	-
8129	PRENSA CABO PRETO REDONDO 3/4 BSP	UNID	OUTROS	-
8130	ALCA PRE-FORM.6 AWG 10MM	UNID	OUTROS	-
8131	ABRAÇADEIRA FITA NYLON 760 X 9,0MM PRETA	UNID	OUTROS	-
8132	ALCA PRE-FORM.2 AWG 25MM	UNID	OUTROS	-
8133	SUPORTE P/BRACADEIRA FITA 9MM 3.401 PRETO	UNID	OUTROS	-
8134	ABRAÇADEIRA FITA NYLON 380 X 7,8MM PRETA	UNID	OUTROS	-
8135	PARAF. MAQUINA 3/16 X 1''	UNID	OUTROS	-
8136	BUCHA S8 C/ PARAFUSO.CAB.PANELA	UNID	OUTROS	-
8137	ABRAÇADEIRA FITA NYLON 200 X 4,8MM INCOLOR	UNID	OUTROS	-
8138	FUSIVEL DE VIDRO PEQUENO 6A	UNID	OUTROS	-
8139	FUSIVEL DE VIDRO PEQUENO 3,15A	UNID	OUTROS	-
8140	FUSIVEL P/CARRO 20A PQ	UNID	OUTROS	-
8141	FIO BICOLOR POLARIZADO 2X1.5MM	UNID	OUTROS	-
8142	TERMINAL OLHAL 0.5-1.5MM	UNID	OUTROS	-
8143	CABO COM 1,82 METROS SEL-C662	UNID	OUTROS	-
8148	CABO DE IMPRESSORA 10 METROS	UNID	OUTROS	-
8149	CABO DE REDE 10 METROS	UNID	OUTROS	-
8150	TONER BROTHER ORIGINAL TN2370/DCPL	UNID	OUTROS	-
8159	LEITOR DE CÓDIGO DE BARRAS	UNID	OUTROS	-
8160	HEAD SET INTELBRAS THS 55 USB	UNID	OUTROS	-
8161	ADAPTADOR DB9/DB25	UNID	OUTROS	-
8163	LUMINÁRIA MESA LUPA LED	UNID	OUTROS	-
8164	PROTETOR FACIAL ARCO ELÉTRICO V-GARD 190 ARC PLUS COMPLETO	UNID	EPI/EPC/FERRAMENTAL	SIM
8169	DISPENSER P/ SABONETE LIQUIDO C/ RESERVATÓRIO	UNID	OUTROS	-
8170	SUPORTE P/ PAPEL HIGIENICO - ROLAO	UNID	OUTROS	-
8171	SUPORTE P/ PAPEL TOALHA - BOBINA	UNID	OUTROS	-
8172	LIXEIRA DE 20L C/ TAMPA E PEDAL - PRETA	UNID	OUTROS	-
8173	LIXEIRA DE 100L C/ TAMPA E PEDAL - PRETA	UNID	OUTROS	-
8174	VASSOURA GRANDE - GARI	UNID	OUTROS	-
8175	PÁ QUADRADA DE OBRA	UNID	OUTROS	-
8176	BALDE GRANDE 20L	UNID	OUTROS	-
8177	VASCULHO DE TETO	UNID	OUTROS	-
8180	BATERIA NOT HP PAVILION DM4 (HPMU06 11.1v 62w 5225mAh)	UNID	OUTROS	-
8181	BATERIA NOT HP PAVILION 14 (14.8v 41Wh 2580mAh)	UNID	OUTROS	-
8182	BATERIA NOT LENOVO B490 (L11S9Y01 10.8v 48Wh 44000mAh)	UNID	OUTROS	-
8193	BATERIA VK04 NOTEBOOK HSTNN-YB4D 14.4V 37Wh (HP PAVILLION 14-b065br)	UNID	OUTROS	-
8197	SUPORTE UNIVERSAL ARTICULADO FLEXÍVEL - VEX CLIP	UNID	OUTROS	-
8204	DETECTOR TENSÃO APROX MIN 2KV P/ CAPACETE C/ LANTERNA FEMECA	UNID	EPI/EPC/FERRAMENTAL	NÃO
8218	BARRAMENTO DE NEUTRO (AZUL)	UNID	OUTROS	-
8219	BARRAMENTO DE TERRA (VERDE)	UNID	OUTROS	-
8222	BARRAMENTO TRIFÁSICO PARA 28 POSIÇÕES 100A	UNID	OUTROS	-
8223	BARRAMENTO TRIFÁSICO PARA 34 POSIÇÕES 150A	UNID	OUTROS	-
8224	BARRAMENTO TRIFÁSICO PARA 56 POSIÇÕES 225A	UNID	OUTROS	-
8225	CABO FLEXÍVEL 2,5mm² AZUL (100 metros)	ROLO	OUTROS	-
8226	CABO FLEXÍVEL 2,5mm² PRETO (100 metros)	ROLO	OUTROS	-
8227	CABO FLEXÍVEL 2,5mm² VERDE (100 metros)	ROLO	OUTROS	-
8228	CABO FLEXÍVEL 4mm² AZUL (100 metros)	ROLO	OUTROS	-
8229	CABO FLEXÍVEL 4mm² PRETO (100 metros)	ROLO	OUTROS	-
8230	CABO FLEXÍVEL 4mm² VERDE (100 metros)	ROLO	OUTROS	-
8231	CABO FLEXÍVEL 6mm² PRETO (100 metros)	ROLO	OUTROS	-
8232	DISJUNTOR BIPOLAR 10A	UNID	OUTROS	-
8233	DISJUNTOR BIPOLAR 20A	UNID	OUTROS	-
8234	DISJUNTOR BIPOLAR 40A	UNID	OUTROS	-
8235	DISJUNTOR BIPOLAR 50A	UNID	OUTROS	-
8236	DISJUNTOR BIPOLAR 32A	UNID	OUTROS	-
8237	DISJUNTOR BIPOLAR 25A	UNID	OUTROS	-
8238	DISJUNTOR MONOPOLAR 10A	UNID	OUTROS	-
8239	DISJUNTOR MONOPOLAR 16A	UNID	OUTROS	-
8240	DISJUNTOR MONOPOLAR 25A	UNID	OUTROS	-
8241	DISJUNTOR MONOPOLAR 32A	UNID	OUTROS	-
8242	DISJUNTOR MONOPOLAR 20A	UNID	OUTROS	-
8243	DISJUNTOR MONOPOLAR 40A	UNID	OUTROS	-
8244	DISJUNTOR TRIPOLAR 20A	UNID	OUTROS	-
8245	DISJUNTOR TRIPOLAR 32A	UNID	OUTROS	-
8246	DISJUNTOR MONOPOLAR 50A	UNID	OUTROS	-
8247	DISJUNTOR TRIPOLAR 25A	UNID	OUTROS	-
8248	DISJUNTOR TRIPOLAR 40A	UNID	OUTROS	-
8249	DISJUNTOR TRIPOLAR 50A	UNID	OUTROS	-
8252	DISJUNTOR DIFERENCIAL RESIDUAL DR 40A/30mA	UNID	OUTROS	-
8253	INTERRUPTOR SIMPLES	UNID	OUTROS	-
8255	QUADRO DE DISJUNTORES PARA 12 POSIÇÕES	UNID	OUTROS	-
8256	DISJUNTOR DIFERENCIAL RESIDUAL DR 100A/30mA	UNID	OUTROS	-
8257	QUADRO PARA 24 POSIÇÕES TRIFÁSICO 150A	UNID	OUTROS	-
8259	TERMINAL AGULHA 10mm	UNID	OUTROS	-
8260	TERMINAL AGULHA 6mm	UNID	OUTROS	-
8261	TERMINAL AGULHA 4mm	UNID	OUTROS	-
8263	"TUBO PVC 1"" (Eletroduto)"	UNID	OUTROS	-
8264	"TUBO PVC 3/4"" (Eletroduto)"	UNID	OUTROS	-
8265	TOMADA 4/4 DE 2 SEÇÕES	UNID	OUTROS	-
8266	TRILHO DE FIXAÇÃO	UNID	OUTROS	-
8296	CAMISA POLO SUPERVISOR MASC. AZUL G (LISTRA NA MANGA)	UNID	OUTROS	-
8297	CAMISA POLO SUPERVISOR FEM. AZUL GG (LISTRA NA MANGA)	UNID	OUTROS	-
